transaction_id,bank_reference_id,settlement_batch_id,amount,currency,received_at,processed_at,bank_status,bank_response_code,bank_response_message,settlement_date
TXN1184,BNK-201184,BATCH-336,361.00,EUR,2026-08-06T09:33:49.336Z,2026-08-06T09:55:43.336Z,SETTLED,00,Approved,2026-08-06
TXN1185,BNK-201185,BATCH-336,253.75,INR,2026-08-06T12:28:18.709Z,2026-08-06T12:55:13.709Z,SETTLED,00,Approved,2026-08-06
TXN1186,BNK-201186,BATCH-336,1296.25,USD,2026-08-06T13:00:56.290Z,2026-08-06T13:25:04.290Z,SETTLED,00,Approved,2026-08-06
TXN1188,BNK-201188,BATCH-336,546.75,INR,2026-08-06T11:10:41.979Z,2026-08-08T11:10:41.979Z,SETTLED,00,Approved - delayed settlement batch,2026-08-08
TXN1189,BNK-201189,BATCH-336,843.50,USD,2026-08-06T13:52:23.150Z,2026-08-06T14:25:45.150Z,SETTLED,00,Approved,2026-08-06
TXN1190,BNK-201190,BATCH-336,246.50,EUR,2026-08-06T08:35:43.918Z,2026-08-06T08:59:23.918Z,SETTLED,00,Approved,2026-08-06
TXN1191,BNK-201191,BATCH-337,800.25,INR,2026-08-06T13:21:30.072Z,2026-08-06T13:42:39.072Z,SETTLED,00,Approved,2026-08-06
TXN1192,BNK-201192,BATCH-337,703.00,USD,2026-08-06T12:53:13.667Z,2026-08-06T13:22:47.667Z,SETTLED,00,Approved,2026-08-06
TXN1193,BNK-201193,BATCH-337,557.00,EUR,2026-08-06T12:23:31.683Z,2026-08-06T12:46:12.683Z,SETTLED,00,Approved,2026-08-06
TXN1195,BNK-201195,BATCH-337,1801.50,USD,2026-08-06T11:46:34.920Z,2026-08-06T12:18:45.920Z,SETTLED,00,Approved,2026-08-06
TXN1196,BNK-201196,BATCH-337,2321.00,EUR,2026-08-06T09:13:37.882Z,2026-08-06T09:48:04.882Z,SETTLED,00,Approved,2026-08-06
TXN1197,BNK-201197,BATCH-337,991.00,INR,2026-08-06T14:10:10.258Z,2026-08-08T14:10:10.258Z,SETTLED,00,Approved - delayed settlement batch,2026-08-08
TXN1198,BNK-201198,BATCH-337,1477.00,USD,2026-08-06T12:36:54.101Z,2026-08-06T13:11:08.101Z,SETTLED,00,Approved,2026-08-06
TXN1199,BNK-201199,BATCH-337,264.25,EUR,2026-08-06T12:26:42.157Z,2026-08-06T12:57:22.157Z,SETTLED,00,Approved,2026-08-06
TXN1200,BNK-201200,BATCH-337,2000.75,INR,2026-08-06T10:08:12.481Z,2026-08-06T10:38:45.481Z,SETTLED,00,Approved,2026-08-06
TXN1202,BNK-201202,BATCH-338,412.00,EUR,2026-08-07T14:59:38.615Z,2026-08-07T15:24:38.615Z,REJECTED,14,Bank account frozen or invalid routing,
TXN1204,BNK-201204,BATCH-338,886.50,USD,2026-08-07T16:16:38.285Z,,PENDING,05,Settlement in progress,
TXN1205,BNK-201205,BATCH-338,1091.75,EUR,2026-08-07T15:36:12.973Z,2026-08-07T16:03:19.973Z,SETTLED,00,Approved,2026-08-07
TXN1206,BNK-201206,BATCH-338,1055.25,INR,2026-08-07T14:29:10.809Z,2026-08-07T14:53:26.809Z,SETTLED,00,Approved,2026-08-07
TXN1208,BNK-201208,BATCH-338,1152.00,EUR,2026-08-07T10:56:14.247Z,2026-08-07T11:18:22.247Z,SETTLED,00,Approved,2026-08-07
TXN1209,BNK-201209,BATCH-338,183.50,INR,2026-08-07T13:39:13.365Z,2026-08-07T14:12:39.365Z,SETTLED,00,Approved,2026-08-07
TXN1210,BNK-201210,BATCH-338,2164.50,USD,2026-08-07T08:16:12.131Z,2026-08-07T08:49:23.131Z,SETTLED,00,Approved,2026-08-07
TXN1211,BNK-201211,BATCH-339,495.25,EUR,2026-08-07T14:20:56.256Z,2026-08-07T14:46:03.256Z,SETTLED,00,Approved,2026-08-07
TXN1212,BNK-201212,BATCH-339,576.00,INR,2026-08-07T16:59:24.345Z,2026-08-07T17:27:23.345Z,SETTLED,00,Approved,2026-08-07
TXN1213,BNK-201213,BATCH-339,608.75,USD,2026-08-07T16:12:35.175Z,2026-08-07T16:43:07.175Z,SETTLED,00,Approved,2026-08-07
TXN1214,BNK-201214,BATCH-339,1189.25,EUR,2026-08-07T12:18:18.189Z,2026-08-07T12:39:50.189Z,SETTLED,00,Approved,2026-08-07
TXN1215,BNK-201215,BATCH-339,520.25,INR,2026-08-07T11:41:19.237Z,2026-08-07T12:16:02.237Z,SETTLED,00,Approved,2026-08-07
TXN1216,BNK-201216,BATCH-339,1601.50,USD,2026-08-07T11:44:13.026Z,,PENDING,05,Settlement in progress,
TXN1217,BNK-201217,BATCH-339,1161.00,EUR,2026-08-07T13:46:47.674Z,2026-08-07T14:21:06.674Z,SETTLED,00,Approved,2026-08-07
TXN1219,BNK-201219,BATCH-339,2406.25,USD,2026-08-07T11:00:30.643Z,2026-08-09T11:00:30.643Z,SETTLED,00,Approved - delayed settlement batch,2026-08-09
TXN1220,BNK-201220,BATCH-339,818.50,EUR,2026-08-07T15:17:51.578Z,2026-08-07T15:38:23.578Z,SETTLED,00,Approved,2026-08-07
TXN1221,BNK-201221,BATCH-340,2094.00,INR,2026-08-07T16:03:29.525Z,2026-08-07T16:32:41.525Z,SETTLED,00,Approved,2026-08-07
TXN1222,BNK-201222,BATCH-340,1519.25,USD,2026-08-07T16:28:24.719Z,2026-08-07T16:54:43.719Z,SETTLED,00,Approved,2026-08-07
TXN1223,BNK-201223,BATCH-340,2095.00,EUR,2026-08-07T12:40:11.756Z,2026-08-07T13:10:47.756Z,SETTLED,00,Approved,2026-08-07
TXN1224,BNK-201224,BATCH-340,2021.00,INR,2026-08-07T10:07:11.613Z,2026-08-07T10:38:01.613Z,SETTLED,00,Approved,2026-08-07
TXN1225,BNK-201225,BATCH-340,1896.00,USD,2026-08-07T12:29:14.057Z,2026-08-07T12:59:59.057Z,SETTLED,00,Approved,2026-08-07
TXN1226,BNK-201226,BATCH-340,2322.50,EUR,2026-08-07T09:29:05.482Z,2026-08-07T10:03:11.482Z,SETTLED,00,Approved,2026-08-07
TXN1227,BNK-201227,BATCH-340,1498.75,INR,2026-08-07T13:47:35.550Z,2026-08-07T14:17:14.550Z,SETTLED,00,Approved,2026-08-07
TXN1228,BNK-201228,BATCH-340,2423.25,USD,2026-08-07T10:10:54.490Z,2026-08-07T10:32:02.490Z,SETTLED,00,Approved,2026-08-07
TXN1229,BNK-201229,BATCH-340,899.75,EUR,2026-08-07T09:08:52.629Z,2026-08-09T09:08:52.629Z,SETTLED,00,Approved - delayed settlement batch,2026-08-09
TXN1230,BNK-201230,BATCH-340,1988.25,INR,2026-08-07T15:34:45.207Z,2026-08-07T16:05:59.207Z,SETTLED,00,Approved,2026-08-07
TXN1231,BNK-201231,BATCH-341,381.75,USD,2026-08-08T17:34:21.064Z,2026-08-08T18:01:14.064Z,SETTLED,00,Approved,2026-08-08
TXN1233,BNK-201233,BATCH-341,253.75,INR,2026-08-08T14:28:48.873Z,2026-08-08T14:53:48.873Z,SETTLED,00,Approved,2026-08-08
TXN1234,BNK-201234,BATCH-341,183.50,USD,2026-08-08T13:43:21.784Z,2026-08-08T14:07:44.784Z,SETTLED,00,Approved,2026-08-08
TXN1235,BNK-201235,BATCH-341,1137.50,EUR,2026-08-08T10:50:38.279Z,2026-08-08T11:15:00.279Z,SETTLED,00,Approved,2026-08-08
TXN1236,BNK-201236,BATCH-341,1440.50,INR,2026-08-08T08:17:47.708Z,2026-08-08T08:38:05.708Z,SETTLED,00,Approved,2026-08-08
TXN1237,BNK-201237,BATCH-341,1694.50,USD,2026-08-08T11:14:58.218Z,2026-08-08T11:45:52.218Z,SETTLED,00,Approved,2026-08-08
TXN1238,BNK-201238,BATCH-341,97.25,EUR,2026-08-08T11:52:01.004Z,,PENDING,05,Settlement in progress,
TXN1239,BNK-201239,BATCH-341,405.25,INR,2026-08-08T17:06:17.094Z,2026-08-08T17:31:17.094Z,REJECTED,14,Bank account frozen or invalid routing,
TXN1240,BNK-201240,BATCH-341,1224.00,USD,2026-08-08T17:09:49.921Z,2026-08-08T17:30:31.921Z,SETTLED,00,Approved,2026-08-08
TXN1241,BNK-201241,BATCH-342,1111.00,EUR,2026-08-08T16:48:30.798Z,2026-08-08T17:12:31.798Z,SETTLED,00,Approved,2026-08-08
TXN1242,BNK-201242,BATCH-342,347.25,INR,2026-08-08T16:38:00.120Z,2026-08-08T17:01:17.120Z,SETTLED,00,Approved,2026-08-08
TXN1243,BNK-201243,BATCH-342,1934.50,USD,2026-08-08T09:14:33.161Z,2026-08-08T09:36:46.161Z,SETTLED,00,Approved,2026-08-08
TXN1245,BNK-201245,BATCH-342,2068.00,INR,2026-08-08T15:35:45.255Z,2026-08-08T15:57:11.255Z,SETTLED,00,Approved,2026-08-08
TXN1246,BNK-201246,BATCH-342,1921.75,USD,2026-08-08T17:40:14.971Z,2026-08-08T18:09:47.971Z,SETTLED,00,Approved,2026-08-08
TXN1247,BNK-201247,BATCH-342,2324.25,EUR,2026-08-08T13:35:03.407Z,2026-08-08T14:01:09.407Z,SETTLED,00,Approved,2026-08-08
TXN1248,BNK-201248,BATCH-342,1478.50,INR,2026-08-08T12:43:59.595Z,2026-08-08T13:13:49.595Z,SETTLED,00,Approved,2026-08-08
TXN1249,BNK-201249,BATCH-342,2381.75,USD,2026-08-08T11:29:24.855Z,,PENDING,05,Settlement in progress,
TXN1250,BNK-201250,BATCH-342,756.25,EUR,2026-08-08T09:47:13.455Z,2026-08-10T09:47:13.455Z,SETTLED,00,Approved - delayed settlement batch,2026-08-10
TXN1251,BNK-201251,BATCH-343,2041.50,INR,2026-08-08T13:35:24.646Z,2026-08-08T13:56:29.646Z,SETTLED,00,Approved,2026-08-08
TXN1252,BNK-201252,BATCH-343,828.75,USD,2026-08-08T12:14:05.243Z,2026-08-08T12:46:37.243Z,SETTLED,00,Approved,2026-08-08
TXN1253,BNK-201253,BATCH-343,165.25,EUR,2026-08-08T14:34:53.790Z,,PENDING,05,Settlement in progress,
TXN1254,BNK-201254,BATCH-343,1895.00,INR,2026-08-08T14:20:09.975Z,2026-08-08T14:52:44.975Z,SETTLED,00,Approved,2026-08-08
TXN1255,BNK-201255,BATCH-343,1348.75,USD,2026-08-08T13:35:58.681Z,2026-08-08T13:59:09.681Z,SETTLED,00,Approved,2026-08-08
TXN1256,BNK-201256,BATCH-343,1352.00,EUR,2026-08-08T08:17:17.183Z,2026-08-08T08:49:31.183Z,SETTLED,00,Approved,2026-08-08
TXN1257,BNK-201257,BATCH-343,105.00,INR,2026-08-08T11:22:59.267Z,2026-08-08T11:56:28.267Z,SETTLED,00,Approved,2026-08-08
TXN1258,BNK-201258,BATCH-343,609.00,USD,2026-08-08T15:49:35.818Z,2026-08-08T16:20:14.818Z,SETTLED,00,Approved,2026-08-08
TXN1259,BNK-201259,BATCH-343,1062.25,EUR,2026-08-08T11:24:27.581Z,2026-08-08T11:51:58.581Z,SETTLED,00,Approved,2026-08-08
TXN1260,BNK-201260,BATCH-343,2066.00,INR,2026-08-08T11:00:13.215Z,2026-08-10T11:00:13.215Z,SETTLED,00,Approved - delayed settlement batch,2026-08-10
TXN1261,BNK-201261,BATCH-344,907.00,USD,2026-08-09T11:33:45.382Z,2026-08-09T12:02:00.382Z,SETTLED,00,Approved,2026-08-09
TXN1262,BNK-201262,BATCH-344,2027.00,EUR,2026-08-09T14:48:56.568Z,2026-08-09T15:23:13.568Z,SETTLED,00,Approved,2026-08-09
TXN1263,BNK-201263,BATCH-344,1297.25,INR,2026-08-09T13:12:12.736Z,2026-08-09T13:40:57.736Z,SETTLED,00,Approved,2026-08-09
TXN1264,BNK-201264,BATCH-344,1717.25,USD,2026-08-09T12:31:28.476Z,2026-08-09T13:01:52.476Z,SETTLED,00,Approved,2026-08-09
TXN1265,BNK-201265,BATCH-344,1487.25,EUR,2026-08-09T16:49:02.953Z,2026-08-09T17:14:02.953Z,REJECTED,14,Bank account frozen or invalid routing,
TXN1266,BNK-201266,BATCH-344,1506.75,INR,2026-08-09T11:27:01.013Z,2026-08-09T11:56:09.013Z,SETTLED,00,Approved,2026-08-09
TXN1267,BNK-201267,BATCH-344,193.25,USD,2026-08-09T10:19:07.323Z,2026-08-09T10:44:04.323Z,SETTLED,00,Approved,2026-08-09
TXN1268,BNK-201268,BATCH-344,630.00,EUR,2026-08-09T17:36:52.714Z,2026-08-09T18:08:34.714Z,SETTLED,00,Approved,2026-08-09
TXN1269,BNK-201269,BATCH-344,1016.75,INR,2026-08-09T09:35:36.972Z,2026-08-09T09:58:45.972Z,SETTLED,00,Approved,2026-08-09
TXN1270,BNK-201270,BATCH-344,1953.25,USD,2026-08-09T11:10:04.487Z,2026-08-09T11:43:06.487Z,SETTLED,00,Approved,2026-08-09
TXN1271,BNK-201271,BATCH-345,1640.25,EUR,2026-08-09T12:26:23.615Z,2026-08-09T12:46:29.615Z,SETTLED,00,Approved,2026-08-09
TXN1272,BNK-201272,BATCH-345,677.25,INR,2026-08-09T12:15:08.220Z,2026-08-09T12:48:15.220Z,SETTLED,00,Approved,2026-08-09
TXN1273,BNK-201273,BATCH-345,2063.50,USD,2026-08-09T14:46:37.527Z,2026-08-09T15:17:25.527Z,SETTLED,00,Approved,2026-08-09
TXN1274,BNK-201274,BATCH-345,1600.25,EUR,2026-08-09T08:12:57.281Z,2026-08-09T08:44:53.281Z,SETTLED,00,Approved,2026-08-09
TXN1275,BNK-201275,BATCH-345,2287.75,INR,2026-08-09T11:22:02.702Z,2026-08-09T11:47:18.702Z,SETTLED,00,Approved,2026-08-09
TXN1276,BNK-201276,BATCH-345,2324.25,USD,2026-08-09T10:33:18.564Z,2026-08-09T11:02:49.564Z,SETTLED,00,Approved,2026-08-09
TXN1277,BNK-201277,BATCH-345,2310.00,EUR,2026-08-09T08:26:11.689Z,2026-08-09T08:59:39.689Z,SETTLED,00,Approved,2026-08-09
TXN1278,BNK-201278,BATCH-345,447.00,INR,2026-08-09T10:16:35.552Z,2026-08-09T10:42:26.552Z,SETTLED,00,Approved,2026-08-09
TXN1279,BNK-201279,BATCH-345,2134.00,USD,2026-08-09T12:22:11.290Z,2026-08-09T12:47:36.290Z,SETTLED,00,Approved,2026-08-09
TXN1280,BNK-201280,BATCH-345,771.75,EUR,2026-08-09T16:51:03.561Z,2026-08-09T17:11:58.561Z,SETTLED,00,Approved,2026-08-09
TXN1281,BNK-201281,BATCH-346,1757.00,INR,2026-08-09T11:46:33.481Z,2026-08-09T12:17:40.481Z,SETTLED,00,Approved,2026-08-09
TXN1282,BNK-201282,BATCH-346,894.50,USD,2026-08-09T13:11:46.118Z,2026-08-09T13:41:31.118Z,SETTLED,00,Approved,2026-08-09
TXN1283,BNK-201283,BATCH-346,1181.75,EUR,2026-08-09T08:46:49.694Z,2026-08-09T09:07:23.694Z,SETTLED,00,Approved,2026-08-09
TXN1284,BNK-201284,BATCH-346,818.00,INR,2026-08-09T10:42:16.061Z,2026-08-09T11:04:36.061Z,SETTLED,00,Approved,2026-08-09
TXN1285,BNK-201285,BATCH-346,404.75,USD,2026-08-09T12:02:04.629Z,2026-08-09T12:25:50.629Z,SETTLED,00,Approved,2026-08-09
TXN1286,BNK-201286,BATCH-346,541.50,EUR,2026-08-09T16:54:43.134Z,2026-08-09T17:23:22.134Z,SETTLED,00,Approved,2026-08-09
TXN1287,BNK-201287,BATCH-346,1828.25,INR,2026-08-09T12:34:18.980Z,2026-08-11T12:34:18.980Z,SETTLED,00,Approved - delayed settlement batch,2026-08-11
TXN1288,BNK-201288,BATCH-346,658.25,USD,2026-08-09T16:44:33.101Z,2026-08-11T16:44:33.101Z,SETTLED,00,Approved - delayed settlement batch,2026-08-11
TXN1289,BNK-201289,BATCH-346,1599.75,EUR,2026-08-09T16:38:26.122Z,2026-08-09T16:59:46.122Z,SETTLED,00,Approved,2026-08-09
TXN1291,BNK-201291,BATCH-347,1788.50,USD,2026-08-10T17:19:39.616Z,2026-08-10T17:42:13.616Z,SETTLED,00,Approved,2026-08-10
TXN1292,BNK-201292,BATCH-347,1675.50,EUR,2026-08-10T12:14:37.484Z,2026-08-10T12:40:30.484Z,SETTLED,00,Approved,2026-08-10
TXN1293,BNK-201293,BATCH-347,912.75,INR,2026-08-10T08:31:02.908Z,,PENDING,05,Settlement in progress,
TXN1294,BNK-201294,BATCH-347,575.25,USD,2026-08-10T12:06:43.342Z,2026-08-10T12:29:06.342Z,SETTLED,00,Approved,2026-08-10
TXN1295,BNK-201295,BATCH-347,1129.00,EUR,2026-08-10T09:11:58.068Z,2026-08-10T09:46:50.068Z,SETTLED,00,Approved,2026-08-10
TXN1296,BNK-201296,BATCH-347,1032.75,INR,2026-08-10T12:40:26.090Z,2026-08-10T13:08:44.090Z,SETTLED,00,Approved,2026-08-10
TXN1297,BNK-201297,BATCH-347,885.75,USD,2026-08-10T16:07:17.177Z,2026-08-10T16:28:42.177Z,SETTLED,00,Approved,2026-08-10
TXN1298,BNK-201298,BATCH-347,1289.00,EUR,2026-08-10T16:05:04.819Z,2026-08-10T16:38:01.819Z,SETTLED,00,Approved,2026-08-10
TXN1299,BNK-201299,BATCH-347,442.25,INR,2026-08-10T08:17:47.372Z,2026-08-12T08:17:47.372Z,SETTLED,00,Approved - delayed settlement batch,2026-08-12
TXN1300,BNK-201300,BATCH-347,1850.25,USD,2026-08-10T17:42:28.902Z,2026-08-10T18:10:39.902Z,SETTLED,00,Approved,2026-08-10
TXN1301,BNK-201301,BATCH-348,520.25,EUR,2026-08-10T18:04:30.485Z,2026-08-12T18:04:30.485Z,SETTLED,00,Approved - delayed settlement batch,2026-08-12
TXN1302,BNK-201302,BATCH-348,206.00,INR,2026-08-10T10:12:27.299Z,2026-08-10T10:35:24.299Z,SETTLED,00,Approved,2026-08-10
TXN1303,BNK-201303,BATCH-348,1393.00,USD,2026-08-10T12:03:28.938Z,2026-08-10T12:37:52.938Z,SETTLED,00,Approved,2026-08-10
TXN1304,BNK-201304,BATCH-348,729.75,EUR,2026-08-10T11:54:28.014Z,2026-08-10T12:28:45.014Z,SETTLED,00,Approved,2026-08-10
TXN1305,BNK-201305,BATCH-348,1216.25,INR,2026-08-10T14:54:02.486Z,2026-08-10T15:20:23.486Z,SETTLED,00,Approved,2026-08-10
TXN1306,BNK-201306,BATCH-348,1053.50,USD,2026-08-10T12:43:35.043Z,2026-08-10T13:12:56.043Z,SETTLED,00,Approved,2026-08-10
TXN1307,BNK-201307,BATCH-348,840.25,EUR,2026-08-10T11:44:47.152Z,2026-08-10T12:16:50.152Z,SETTLED,00,Approved,2026-08-10
TXN1308,BNK-201308,BATCH-348,1176.25,INR,2026-08-10T15:38:06.985Z,2026-08-10T16:01:17.985Z,SETTLED,00,Approved,2026-08-10
TXN1310,BNK-201310,BATCH-348,27.00,EUR,2026-08-10T10:51:37.311Z,2026-08-10T11:25:59.311Z,SETTLED,00,Approved,2026-08-10
TXN1311,BNK-201311,BATCH-349,1030.75,INR,2026-08-10T10:44:18.486Z,2026-08-10T11:18:58.486Z,SETTLED,00,Approved,2026-08-10
TXN1312,BNK-201312,BATCH-349,783.25,USD,2026-08-10T10:09:12.293Z,2026-08-10T10:36:22.293Z,SETTLED,00,Approved,2026-08-10
TXN1313,BNK-201313,BATCH-349,2287.50,EUR,2026-08-10T09:47:26.454Z,2026-08-10T10:18:01.454Z,SETTLED,00,Approved,2026-08-10
TXN1314,BNK-201314,BATCH-349,1340.25,INR,2026-08-10T09:23:43.977Z,2026-08-10T09:57:25.977Z,SETTLED,00,Approved,2026-08-10
TXN1315,BNK-201315,BATCH-349,944.25,USD,2026-08-10T11:59:44.009Z,,PENDING,05,Settlement in progress,
TXN1317,BNK-201317,BATCH-349,2070.25,INR,2026-08-10T13:12:21.236Z,2026-08-10T13:43:20.236Z,SETTLED,00,Approved,2026-08-10
TXN1318,BNK-201318,BATCH-349,757.75,USD,2026-08-10T10:38:03.600Z,2026-08-10T11:04:52.600Z,SETTLED,00,Approved,2026-08-10
TXN1319,BNK-201319,BATCH-349,1194.50,EUR,2026-08-10T09:52:33.853Z,2026-08-10T10:26:07.853Z,SETTLED,00,Approved,2026-08-10
TXN1321,BNK-201321,BATCH-350,2361.50,USD,2026-08-11T15:12:21.946Z,2026-08-11T15:32:24.946Z,SETTLED,00,Approved,2026-08-11
TXN1322,BNK-201322,BATCH-350,525.25,EUR,2026-08-11T09:20:20.119Z,,PENDING,05,Settlement in progress,
TXN1323,BNK-201323,BATCH-350,340.25,INR,2026-08-11T09:26:13.519Z,2026-08-11T09:55:55.519Z,SETTLED,00,Approved,2026-08-11
TXN1324,BNK-201324,BATCH-350,2422.75,USD,2026-08-11T08:11:09.552Z,2026-08-11T08:41:13.552Z,SETTLED,00,Approved,2026-08-11
TXN1325,BNK-201325,BATCH-350,2053.50,EUR,2026-08-11T10:26:52.266Z,2026-08-11T10:56:59.266Z,SETTLED,00,Approved,2026-08-11
TXN1326,BNK-201326,BATCH-350,2234.75,INR,2026-08-11T17:45:37.416Z,2026-08-11T18:19:14.416Z,SETTLED,00,Approved,2026-08-11
TXN1327,BNK-201327,BATCH-350,1165.75,USD,2026-08-11T11:48:50.434Z,2026-08-11T12:18:08.434Z,SETTLED,00,Approved,2026-08-11
TXN1328,BNK-201328,BATCH-350,1846.75,EUR,2026-08-11T10:50:15.352Z,2026-08-11T11:11:10.352Z,SETTLED,00,Approved,2026-08-11
TXN1329,BNK-201329,BATCH-350,78.75,INR,2026-08-11T08:29:27.271Z,2026-08-13T08:29:27.271Z,SETTLED,00,Approved - delayed settlement batch,2026-08-13
TXN1330,BNK-201330,BATCH-350,1537.75,USD,2026-08-11T16:12:26.196Z,2026-08-11T16:42:01.196Z,SETTLED,00,Approved,2026-08-11
TXN1331,BNK-201331,BATCH-351,1285.75,EUR,2026-08-11T08:12:49.612Z,2026-08-11T08:33:11.612Z,SETTLED,00,Approved,2026-08-11
TXN1332,BNK-201332,BATCH-351,983.75,INR,2026-08-11T14:24:00.913Z,2026-08-11T14:49:51.913Z,SETTLED,00,Approved,2026-08-11
TXN1333,BNK-201333,BATCH-351,1231.50,USD,2026-08-11T14:50:34.720Z,2026-08-11T15:25:19.720Z,SETTLED,00,Approved,2026-08-11
TXN1334,BNK-201334,BATCH-351,229.75,EUR,2026-08-11T15:35:08.928Z,2026-08-11T15:55:59.928Z,SETTLED,00,Approved,2026-08-11
TXN1335,BNK-201335,BATCH-351,977.00,INR,2026-08-11T17:39:36.308Z,2026-08-11T18:12:29.308Z,SETTLED,00,Approved,2026-08-11
TXN1336,BNK-201336,BATCH-351,1675.50,USD,2026-08-11T14:26:48.506Z,2026-08-11T14:56:25.506Z,SETTLED,00,Approved,2026-08-11
TXN1337,BNK-201337,BATCH-351,522.50,EUR,2026-08-11T17:01:01.146Z,2026-08-11T17:30:47.146Z,SETTLED,00,Approved,2026-08-11
TXN1338,BNK-201338,BATCH-351,520.25,INR,2026-08-11T11:47:19.586Z,2026-08-11T12:09:26.586Z,SETTLED,00,Approved,2026-08-11
TXN1339,BNK-201339,BATCH-351,2268.00,USD,2026-08-11T13:41:35.552Z,,PENDING,05,Settlement in progress,
TXN1340,BNK-201340,BATCH-351,672.50,EUR,2026-08-11T15:47:28.666Z,2026-08-11T16:09:28.666Z,SETTLED,00,Approved,2026-08-11
TXN1341,BNK-201341,BATCH-352,2137.00,INR,2026-08-11T16:14:43.829Z,2026-08-11T16:43:14.829Z,SETTLED,00,Approved,2026-08-11
TXN1343,BNK-201343,BATCH-352,733.75,EUR,2026-08-11T12:11:17.178Z,2026-08-11T12:43:18.178Z,SETTLED,00,Approved,2026-08-11
TXN1344,BNK-201344,BATCH-352,1264.50,INR,2026-08-11T12:44:03.528Z,2026-08-11T13:06:45.528Z,SETTLED,00,Approved,2026-08-11
TXN1345,BNK-201345,BATCH-352,1146.00,USD,2026-08-11T09:26:20.629Z,2026-08-11T09:50:39.629Z,SETTLED,00,Approved,2026-08-11
TXN1346,BNK-201346,BATCH-352,977.75,EUR,2026-08-11T15:54:56.305Z,2026-08-11T16:20:33.305Z,SETTLED,00,Approved,2026-08-11
TXN1347,BNK-201347,BATCH-352,1358.25,INR,2026-08-11T10:26:29.322Z,2026-08-11T10:51:29.322Z,SETTLED,00,Approved,2026-08-11
TXN1348,BNK-201348,BATCH-352,51.00,USD,2026-08-11T17:16:13.734Z,2026-08-11T17:41:39.734Z,SETTLED,00,Approved,2026-08-11
TXN1349,BNK-201349,BATCH-352,1349.00,EUR,2026-08-11T11:58:47.649Z,2026-08-11T12:24:42.649Z,SETTLED,00,Approved,2026-08-11
TXN1350,BNK-201350,BATCH-352,797.25,INR,2026-08-11T09:24:26.377Z,2026-08-11T09:54:15.377Z,SETTLED,00,Approved,2026-08-11
TXN1351,BNK-201351,BATCH-353,1395.25,USD,2026-08-12T15:33:38.476Z,2026-08-12T15:59:33.476Z,SETTLED,00,Approved,2026-08-12
TXN1352,BNK-201352,BATCH-353,1343.25,EUR,2026-08-12T15:47:14.468Z,2026-08-12T16:20:11.468Z,SETTLED,00,Approved,2026-08-12
TXN1353,BNK-201353,BATCH-353,1240.25,INR,2026-08-12T13:38:33.769Z,2026-08-12T14:03:14.769Z,SETTLED,00,Approved,2026-08-12
TXN1354,BNK-201354,BATCH-353,1688.00,USD,2026-08-12T10:33:33.458Z,2026-08-12T11:08:23.458Z,SETTLED,00,Approved,2026-08-12
TXN1355,BNK-201355,BATCH-353,886.50,EUR,2026-08-12T11:53:37.540Z,2026-08-12T12:15:48.540Z,SETTLED,00,Approved,2026-08-12
TXN1356,BNK-201356,BATCH-353,1834.75,INR,2026-08-12T13:06:55.285Z,2026-08-12T13:27:23.285Z,SETTLED,00,Approved,2026-08-12
TXN1357,BNK-201357,BATCH-353,332.50,USD,2026-08-12T12:04:21.515Z,2026-08-12T12:37:48.515Z,SETTLED,00,Approved,2026-08-12
TXN1358,BNK-201358,BATCH-353,1780.50,EUR,2026-08-12T15:08:27.055Z,2026-08-12T15:43:18.055Z,SETTLED,00,Approved,2026-08-12
TXN1359,BNK-201359,BATCH-353,1978.50,INR,2026-08-12T11:04:14.289Z,2026-08-12T11:32:41.289Z,SETTLED,00,Approved,2026-08-12
TXN1361,BNK-201361,BATCH-354,1001.50,EUR,2026-08-12T14:27:27.309Z,2026-08-12T14:57:42.309Z,SETTLED,00,Approved,2026-08-12
TXN1362,BNK-201362,BATCH-354,460.00,INR,2026-08-12T11:01:20.311Z,2026-08-12T11:23:54.311Z,SETTLED,00,Approved,2026-08-12
TXN1365,BNK-201365,BATCH-354,1389.25,INR,2026-08-12T13:56:46.959Z,2026-08-12T14:22:28.959Z,SETTLED,00,Approved,2026-08-12
TXN1366,BNK-201366,BATCH-354,1470.00,USD,2026-08-12T09:27:53.489Z,2026-08-12T09:52:53.489Z,REJECTED,14,Bank account frozen or invalid routing,
TXN1367,BNK-201367,BATCH-354,1963.50,EUR,2026-08-12T14:06:45.649Z,2026-08-12T14:41:38.649Z,SETTLED,00,Approved,2026-08-12
TXN1368,BNK-201368,BATCH-354,1761.25,INR,2026-08-12T17:37:10.559Z,2026-08-12T18:03:09.559Z,SETTLED,00,Approved,2026-08-12
TXN1369,BNK-201369,BATCH-354,908.00,USD,2026-08-12T08:15:38.558Z,2026-08-12T08:43:39.558Z,SETTLED,00,Approved,2026-08-12
TXN1370,BNK-201370,BATCH-354,2406.75,EUR,2026-08-12T17:15:29.042Z,2026-08-12T17:45:13.042Z,SETTLED,00,Approved,2026-08-12
TXN1371,BNK-201371,BATCH-355,2054.25,INR,2026-08-12T17:19:54.269Z,2026-08-12T17:54:48.269Z,SETTLED,00,Approved,2026-08-12
