transaction_id,ledger_entry_id,account_id,debit_amount,credit_amount,currency,ledger_created_at,ledger_status,reconciliation_status,ledger_description
TXN1198,LED-401198,ACC-649,1477.00,0.00,USD,2026-08-06T13:17:30.101Z,POSTED,RECONCILED,Payment settlement for order ORD-7198
TXN1199,LED-401199,ACC-650,264.25,0.00,EUR,2026-08-06T13:07:07.157Z,POSTED,RECONCILED,Payment settlement for order ORD-7199
TXN1200,LED-401200,ACC-601,2000.75,0.00,INR,2026-08-06T10:44:17.481Z,POSTED,RECONCILED,Payment settlement for order ORD-7200
TXN1202,LED-401202,ACC-603,412.00,0.00,EUR,2026-08-07T15:39:38.615Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1203,LED-401203,ACC-604,927.75,0.00,INR,2026-08-07T13:54:10.910Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1204,LED-401204,ACC-605,886.50,0.00,USD,2026-08-07T16:31:38.285Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1205,LED-401205,ACC-606,1091.75,0.00,EUR,2026-08-07T16:13:01.973Z,POSTED,RECONCILED,Payment settlement for order ORD-7205
TXN1206,LED-401206,ACC-607,1055.25,0.00,INR,2026-08-07T14:59:31.809Z,POSTED,RECONCILED,Payment settlement for order ORD-7206
TXN1207,LED-401207,ACC-608,1570.25,0.00,USD,2026-08-07T18:06:37.439Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1208,LED-401208,ACC-609,1152.00,0.00,EUR,2026-08-07T11:24:53.247Z,POSTED,RECONCILED,Payment settlement for order ORD-7208
TXN1209,LED-401209,ACC-610,183.50,0.00,INR,2026-08-07T14:21:57.365Z,POSTED,RECONCILED,Payment settlement for order ORD-7209
TXN1210,LED-401210,ACC-611,2164.50,0.00,USD,2026-08-07T08:58:52.131Z,POSTED,RECONCILED,Payment settlement for order ORD-7210
TXN1211,LED-401211,ACC-612,495.25,0.00,EUR,2026-08-07T14:54:22.256Z,POSTED,RECONCILED,Payment settlement for order ORD-7211
TXN1212,LED-401212,ACC-613,576.00,0.00,INR,2026-08-07T17:34:25.345Z,POSTED,RECONCILED,Payment settlement for order ORD-7212
TXN1213,LED-401213,ACC-614,608.75,0.00,USD,2026-08-07T16:50:01.175Z,POSTED,RECONCILED,Payment settlement for order ORD-7213
TXN1214,LED-401214,ACC-615,1189.25,0.00,EUR,2026-08-07T12:49:00.189Z,POSTED,RECONCILED,Payment settlement for order ORD-7214
TXN1215,LED-401215,ACC-616,520.25,0.00,INR,2026-08-07T12:21:07.237Z,POSTED,RECONCILED,Payment settlement for order ORD-7215
TXN1216,LED-401216,ACC-617,1601.50,0.00,USD,2026-08-07T11:59:13.026Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1217,LED-401217,ACC-618,1161.00,0.00,EUR,2026-08-07T14:29:08.674Z,POSTED,RECONCILED,Payment settlement for order ORD-7217
TXN1219,LED-401219,ACC-620,2406.25,0.00,USD,2026-08-09T11:10:30.643Z,POSTED,RECONCILED,Payment settlement for order ORD-7219 - delayed batch
TXN1220,LED-401220,ACC-621,818.50,0.00,EUR,2026-08-07T15:47:55.578Z,POSTED,RECONCILED,Payment settlement for order ORD-7220
TXN1221,LED-401221,ACC-622,2094.00,0.00,INR,2026-08-07T16:38:34.525Z,POSTED,RECONCILED,Payment settlement for order ORD-7221
TXN1222,LED-401222,ACC-623,1519.25,0.00,USD,2026-08-07T17:04:21.719Z,POSTED,RECONCILED,Payment settlement for order ORD-7222
TXN1223,LED-401223,ACC-624,2095.00,0.00,EUR,2026-08-07T13:17:48.756Z,POSTED,RECONCILED,Payment settlement for order ORD-7223
TXN1224,LED-401224,ACC-625,2021.00,0.00,INR,2026-08-07T10:47:19.613Z,POSTED,RECONCILED,Payment settlement for order ORD-7224
TXN1225,LED-401225,ACC-626,1896.00,0.00,USD,2026-08-07T13:07:43.057Z,POSTED,RECONCILED,Payment settlement for order ORD-7225
TXN1226,LED-401226,ACC-627,2322.50,0.00,EUR,2026-08-07T10:11:45.482Z,POSTED,RECONCILED,Payment settlement for order ORD-7226
TXN1227,LED-401227,ACC-628,1498.75,0.00,INR,2026-08-07T14:25:17.550Z,POSTED,RECONCILED,Payment settlement for order ORD-7227
TXN1228,LED-401228,ACC-629,2423.25,0.00,USD,2026-08-07T10:39:27.490Z,POSTED,RECONCILED,Payment settlement for order ORD-7228
TXN1229,LED-401229,ACC-630,899.75,0.00,EUR,2026-08-09T09:18:52.629Z,POSTED,RECONCILED,Payment settlement for order ORD-7229 - delayed batch
TXN1230,LED-401230,ACC-631,1988.25,0.00,INR,2026-08-07T16:12:40.207Z,POSTED,RECONCILED,Payment settlement for order ORD-7230
TXN1231,LED-401231,ACC-632,381.75,0.00,USD,2026-08-08T18:10:21.064Z,POSTED,RECONCILED,Payment settlement for order ORD-7231
TXN1234,LED-401234,ACC-635,183.50,0.00,USD,2026-08-08T14:12:48.784Z,POSTED,RECONCILED,Payment settlement for order ORD-7234
TXN1235,LED-401235,ACC-636,1137.50,0.00,EUR,2026-08-08T11:23:48.279Z,POSTED,RECONCILED,Payment settlement for order ORD-7235
TXN1236,LED-401236,ACC-637,1440.50,0.00,INR,2026-08-08T08:45:30.708Z,POSTED,RECONCILED,Payment settlement for order ORD-7236
TXN1237,LED-401237,ACC-638,1694.50,0.00,USD,2026-08-08T11:53:04.218Z,POSTED,RECONCILED,Payment settlement for order ORD-7237
TXN1238,LED-401238,ACC-639,97.25,0.00,EUR,2026-08-08T12:07:01.004Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1239,LED-401239,ACC-640,405.25,0.00,INR,2026-08-08T17:46:17.094Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1240,LED-401240,ACC-641,1224.00,0.00,USD,2026-08-08T17:39:51.921Z,POSTED,RECONCILED,Payment settlement for order ORD-7240
TXN1241,LED-401241,ACC-642,1111.00,0.00,EUR,2026-08-08T17:20:01.798Z,POSTED,RECONCILED,Payment settlement for order ORD-7241
TXN1242,LED-401242,ACC-643,347.25,0.00,INR,2026-08-08T17:06:52.120Z,POSTED,RECONCILED,Payment settlement for order ORD-7242
TXN1243,LED-401243,ACC-644,1934.50,0.00,USD,2026-08-08T09:46:34.161Z,POSTED,RECONCILED,Payment settlement for order ORD-7243
TXN1244,LED-401244,ACC-645,1671.50,0.00,EUR,2026-08-08T16:18:34.024Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1245,LED-401245,ACC-646,2068.00,0.00,INR,2026-08-08T16:04:54.255Z,POSTED,RECONCILED,Payment settlement for order ORD-7245
TXN1246,LED-401246,ACC-647,1921.75,0.00,USD,2026-08-08T18:16:26.971Z,POSTED,RECONCILED,Payment settlement for order ORD-7246
TXN1247,LED-401247,ACC-648,2324.25,0.00,EUR,2026-08-08T14:09:09.407Z,POSTED,RECONCILED,Payment settlement for order ORD-7247
TXN1248,LED-401248,ACC-649,1478.50,0.00,INR,2026-08-08T13:21:48.595Z,POSTED,RECONCILED,Payment settlement for order ORD-7248
TXN1249,LED-401249,ACC-650,2381.75,0.00,USD,2026-08-08T11:44:24.855Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1250,LED-401250,ACC-601,756.25,0.00,EUR,2026-08-10T09:57:13.455Z,POSTED,RECONCILED,Payment settlement for order ORD-7250 - delayed batch
TXN1251,LED-401251,ACC-602,2041.50,0.00,INR,2026-08-08T14:02:54.646Z,POSTED,RECONCILED,Payment settlement for order ORD-7251
TXN1252,LED-401252,ACC-603,828.75,0.00,USD,2026-08-08T12:56:26.243Z,POSTED,RECONCILED,Payment settlement for order ORD-7252
TXN1253,LED-401253,ACC-604,165.25,0.00,EUR,2026-08-08T14:49:53.790Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1254,LED-401254,ACC-605,1895.00,0.00,INR,2026-08-08T14:59:04.975Z,POSTED,RECONCILED,Payment settlement for order ORD-7254
TXN1255,LED-401255,ACC-606,1348.75,0.00,USD,2026-08-08T14:08:36.681Z,POSTED,RECONCILED,Payment settlement for order ORD-7255
TXN1256,LED-401256,ACC-607,1352.00,0.00,EUR,2026-08-08T08:59:28.183Z,POSTED,RECONCILED,Payment settlement for order ORD-7256
TXN1257,LED-401257,ACC-608,105.00,0.00,INR,2026-08-08T12:05:34.267Z,POSTED,RECONCILED,Payment settlement for order ORD-7257
TXN1258,LED-401258,ACC-609,609.00,0.00,USD,2026-08-08T16:28:23.818Z,POSTED,RECONCILED,Payment settlement for order ORD-7258
TXN1259,LED-401259,ACC-610,1062.25,0.00,EUR,2026-08-08T12:00:18.581Z,POSTED,RECONCILED,Payment settlement for order ORD-7259
TXN1260,LED-401260,ACC-611,2066.00,0.00,INR,2026-08-10T11:10:13.215Z,POSTED,RECONCILED,Payment settlement for order ORD-7260 - delayed batch
TXN1261,LED-401261,ACC-612,907.00,0.00,USD,2026-08-09T12:09:52.382Z,POSTED,RECONCILED,Payment settlement for order ORD-7261
TXN1262,LED-401262,ACC-613,2027.00,0.00,EUR,2026-08-09T15:31:00.568Z,POSTED,RECONCILED,Payment settlement for order ORD-7262
TXN1263,LED-401263,ACC-614,1297.25,0.00,INR,2026-08-09T13:46:03.736Z,POSTED,RECONCILED,Payment settlement for order ORD-7263
TXN1264,LED-401264,ACC-615,1717.25,0.00,USD,2026-08-09T13:07:55.476Z,POSTED,RECONCILED,Payment settlement for order ORD-7264
TXN1265,LED-401265,ACC-616,1487.25,0.00,EUR,2026-08-09T17:29:02.953Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1266,LED-401266,ACC-617,1506.75,0.00,INR,2026-08-09T12:03:01.013Z,POSTED,RECONCILED,Payment settlement for order ORD-7266
TXN1267,LED-401267,ACC-618,193.25,0.00,USD,2026-08-09T10:51:36.323Z,POSTED,RECONCILED,Payment settlement for order ORD-7267
TXN1268,LED-401268,ACC-619,630.00,0.00,EUR,2026-08-09T18:16:41.714Z,POSTED,RECONCILED,Payment settlement for order ORD-7268
TXN1269,LED-401269,ACC-620,1016.75,0.00,INR,2026-08-09T10:08:35.972Z,POSTED,RECONCILED,Payment settlement for order ORD-7269
TXN1270,LED-401270,ACC-621,1953.25,0.00,USD,2026-08-09T11:52:03.487Z,POSTED,RECONCILED,Payment settlement for order ORD-7270
TXN1271,LED-401271,ACC-622,1640.25,0.00,EUR,2026-08-09T12:53:12.615Z,POSTED,RECONCILED,Payment settlement for order ORD-7271
TXN1272,LED-401272,ACC-623,677.25,0.00,INR,2026-08-09T12:57:37.220Z,POSTED,RECONCILED,Payment settlement for order ORD-7272
TXN1273,LED-401273,ACC-624,2063.50,0.00,USD,2026-08-09T15:25:35.527Z,POSTED,RECONCILED,Payment settlement for order ORD-7273
TXN1274,LED-401274,ACC-625,1600.25,0.00,EUR,2026-08-09T08:54:15.281Z,POSTED,RECONCILED,Payment settlement for order ORD-7274
TXN1275,LED-401275,ACC-626,2287.75,0.00,INR,2026-08-09T11:56:31.702Z,POSTED,RECONCILED,Payment settlement for order ORD-7275
TXN1276,LED-401276,ACC-627,2324.25,0.00,USD,2026-08-09T11:11:46.564Z,POSTED,RECONCILED,Payment settlement for order ORD-7276
TXN1277,LED-401277,ACC-628,2310.00,0.00,EUR,2026-08-09T09:09:30.689Z,POSTED,RECONCILED,Payment settlement for order ORD-7277
TXN1278,LED-401278,ACC-629,447.00,0.00,INR,2026-08-09T10:50:34.552Z,POSTED,RECONCILED,Payment settlement for order ORD-7278
TXN1279,LED-401279,ACC-630,2134.00,0.00,USD,2026-08-09T12:52:39.290Z,POSTED,RECONCILED,Payment settlement for order ORD-7279
TXN1280,LED-401280,ACC-631,771.75,0.00,EUR,2026-08-09T17:18:51.561Z,POSTED,RECONCILED,Payment settlement for order ORD-7280
TXN1281,LED-401281,ACC-632,1757.00,0.00,INR,2026-08-09T12:27:31.481Z,POSTED,RECONCILED,Payment settlement for order ORD-7281
TXN1282,LED-401282,ACC-633,894.50,0.00,USD,2026-08-09T13:46:44.118Z,POSTED,RECONCILED,Payment settlement for order ORD-7282
TXN1283,LED-401283,ACC-634,1181.75,0.00,EUR,2026-08-09T09:16:37.694Z,POSTED,RECONCILED,Payment settlement for order ORD-7283
TXN1284,LED-401284,ACC-635,818.00,0.00,INR,2026-08-09T11:12:44.061Z,POSTED,RECONCILED,Payment settlement for order ORD-7284
TXN1285,LED-401285,ACC-636,404.75,0.00,USD,2026-08-09T12:34:01.629Z,POSTED,RECONCILED,Payment settlement for order ORD-7285
TXN1286,LED-401286,ACC-637,541.50,0.00,EUR,2026-08-09T17:29:00.134Z,POSTED,RECONCILED,Payment settlement for order ORD-7286
TXN1287,LED-401287,ACC-638,1828.25,0.00,INR,2026-08-11T12:44:18.980Z,POSTED,RECONCILED,Payment settlement for order ORD-7287 - delayed batch
TXN1288,LED-401288,ACC-639,658.25,0.00,USD,2026-08-11T16:54:33.101Z,POSTED,RECONCILED,Payment settlement for order ORD-7288 - delayed batch
TXN1289,LED-401289,ACC-640,1599.75,0.00,EUR,2026-08-09T17:07:31.122Z,POSTED,RECONCILED,Payment settlement for order ORD-7289
TXN1290,LED-401290,ACC-641,169.25,0.00,INR,2026-08-09T10:12:51.460Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1291,LED-401291,ACC-642,1788.50,0.00,USD,2026-08-10T17:51:36.616Z,POSTED,RECONCILED,Payment settlement for order ORD-7291
TXN1292,LED-401292,ACC-643,1675.50,0.00,EUR,2026-08-10T12:48:04.484Z,POSTED,RECONCILED,Payment settlement for order ORD-7292
TXN1293,LED-401293,ACC-644,912.75,0.00,INR,2026-08-10T08:46:02.908Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1294,LED-401294,ACC-645,575.25,0.00,USD,2026-08-10T12:37:51.342Z,POSTED,RECONCILED,Payment settlement for order ORD-7294
TXN1295,LED-401295,ACC-646,1129.00,0.00,EUR,2026-08-10T09:53:29.068Z,POSTED,RECONCILED,Payment settlement for order ORD-7295
TXN1296,LED-401296,ACC-647,1032.75,0.00,INR,2026-08-10T13:18:11.090Z,POSTED,RECONCILED,Payment settlement for order ORD-7296
TXN1297,LED-401297,ACC-648,885.75,0.00,USD,2026-08-10T16:37:05.177Z,POSTED,RECONCILED,Payment settlement for order ORD-7297
TXN1298,LED-401298,ACC-649,1289.00,0.00,EUR,2026-08-10T16:47:44.819Z,POSTED,RECONCILED,Payment settlement for order ORD-7298
TXN1299,LED-401299,ACC-650,442.25,0.00,INR,2026-08-12T08:27:47.372Z,POSTED,RECONCILED,Payment settlement for order ORD-7299 - delayed batch
TXN1300,LED-401300,ACC-601,1850.25,0.00,USD,2026-08-10T18:18:29.902Z,POSTED,RECONCILED,Payment settlement for order ORD-7300
TXN1301,LED-401301,ACC-602,520.25,0.00,EUR,2026-08-12T18:14:30.485Z,POSTED,RECONCILED,Payment settlement for order ORD-7301 - delayed batch
TXN1302,LED-401302,ACC-603,206.00,0.00,INR,2026-08-10T10:41:53.299Z,POSTED,RECONCILED,Payment settlement for order ORD-7302
TXN1303,LED-401303,ACC-604,1393.00,0.00,USD,2026-08-10T12:47:45.938Z,POSTED,RECONCILED,Payment settlement for order ORD-7303
TXN1304,LED-401304,ACC-605,729.75,0.00,EUR,2026-08-10T12:34:24.014Z,POSTED,RECONCILED,Payment settlement for order ORD-7304
TXN1305,LED-401305,ACC-606,1216.25,0.00,INR,2026-08-10T15:25:28.486Z,POSTED,RECONCILED,Payment settlement for order ORD-7305
TXN1306,LED-401306,ACC-607,1053.50,0.00,USD,2026-08-10T13:22:21.043Z,POSTED,RECONCILED,Payment settlement for order ORD-7306
TXN1307,LED-401307,ACC-608,840.25,0.00,EUR,2026-08-10T12:26:43.152Z,POSTED,RECONCILED,Payment settlement for order ORD-7307
TXN1308,LED-401308,ACC-609,1176.25,0.00,INR,2026-08-10T16:09:02.985Z,POSTED,RECONCILED,Payment settlement for order ORD-7308
TXN1309,LED-401309,ACC-610,263.00,0.00,USD,2026-08-10T09:03:49.643Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1310,LED-401310,ACC-611,27.00,0.00,EUR,2026-08-10T11:31:03.311Z,POSTED,RECONCILED,Payment settlement for order ORD-7310
TXN1311,LED-401311,ACC-612,1030.75,0.00,INR,2026-08-10T11:26:37.486Z,POSTED,RECONCILED,Payment settlement for order ORD-7311
TXN1312,LED-401312,ACC-613,783.25,0.00,USD,2026-08-10T10:45:15.293Z,POSTED,RECONCILED,Payment settlement for order ORD-7312
TXN1313,LED-401313,ACC-614,2287.50,0.00,EUR,2026-08-10T10:23:02.454Z,POSTED,RECONCILED,Payment settlement for order ORD-7313
TXN1314,LED-401314,ACC-615,1340.25,0.00,INR,2026-08-10T10:04:43.977Z,POSTED,RECONCILED,Payment settlement for order ORD-7314
TXN1315,LED-401315,ACC-616,944.25,0.00,USD,2026-08-10T12:14:44.009Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1316,LED-401316,ACC-617,1252.25,0.00,EUR,2026-08-10T09:51:35.970Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1317,LED-401317,ACC-618,2070.25,0.00,INR,2026-08-10T13:50:15.236Z,POSTED,RECONCILED,Payment settlement for order ORD-7317
TXN1318,LED-401318,ACC-619,757.75,0.00,USD,2026-08-10T11:12:28.600Z,POSTED,RECONCILED,Payment settlement for order ORD-7318
TXN1319,LED-401319,ACC-620,1194.50,0.00,EUR,2026-08-10T10:34:18.853Z,POSTED,RECONCILED,Payment settlement for order ORD-7319
TXN1321,LED-401321,ACC-622,2361.50,0.00,USD,2026-08-11T15:40:59.946Z,POSTED,RECONCILED,Payment settlement for order ORD-7321
TXN1322,LED-401322,ACC-623,525.25,0.00,EUR,2026-08-11T09:35:20.119Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1323,LED-401323,ACC-624,340.25,0.00,INR,2026-08-11T10:03:27.519Z,POSTED,RECONCILED,Payment settlement for order ORD-7323
TXN1324,LED-401324,ACC-625,2422.75,0.00,USD,2026-08-11T08:46:38.552Z,POSTED,RECONCILED,Payment settlement for order ORD-7324
TXN1325,LED-401325,ACC-626,2053.50,0.00,EUR,2026-08-11T11:06:26.266Z,POSTED,RECONCILED,Payment settlement for order ORD-7325
TXN1326,LED-401326,ACC-627,2234.75,0.00,INR,2026-08-11T18:25:07.416Z,POSTED,RECONCILED,Payment settlement for order ORD-7326
TXN1327,LED-401327,ACC-628,1165.75,0.00,USD,2026-08-11T12:24:05.434Z,POSTED,RECONCILED,Payment settlement for order ORD-7327
TXN1328,LED-401328,ACC-629,1846.75,0.00,EUR,2026-08-11T11:17:06.352Z,POSTED,RECONCILED,Payment settlement for order ORD-7328
TXN1329,LED-401329,ACC-630,78.75,0.00,INR,2026-08-13T08:39:27.271Z,POSTED,RECONCILED,Payment settlement for order ORD-7329 - delayed batch
TXN1330,LED-401330,ACC-631,1537.75,0.00,USD,2026-08-11T16:47:40.196Z,POSTED,RECONCILED,Payment settlement for order ORD-7330
TXN1331,LED-401331,ACC-632,1285.75,0.00,EUR,2026-08-11T08:40:12.612Z,POSTED,RECONCILED,Payment settlement for order ORD-7331
TXN1332,LED-401332,ACC-633,983.75,0.00,INR,2026-08-11T14:59:22.913Z,POSTED,RECONCILED,Payment settlement for order ORD-7332
TXN1333,LED-401333,ACC-634,1231.50,0.00,USD,2026-08-11T15:34:44.720Z,POSTED,RECONCILED,Payment settlement for order ORD-7333
TXN1334,LED-401334,ACC-635,229.75,0.00,EUR,2026-08-11T16:03:57.928Z,POSTED,RECONCILED,Payment settlement for order ORD-7334
TXN1335,LED-401335,ACC-636,977.00,0.00,INR,2026-08-11T18:18:54.308Z,POSTED,RECONCILED,Payment settlement for order ORD-7335
TXN1336,LED-401336,ACC-637,1675.50,0.00,USD,2026-08-11T15:02:25.506Z,POSTED,RECONCILED,Payment settlement for order ORD-7336
TXN1337,LED-401337,ACC-638,522.50,0.00,EUR,2026-08-11T17:38:47.146Z,POSTED,RECONCILED,Payment settlement for order ORD-7337
TXN1338,LED-401338,ACC-639,520.25,0.00,INR,2026-08-11T12:18:04.586Z,POSTED,RECONCILED,Payment settlement for order ORD-7338
TXN1339,LED-401339,ACC-640,2268.00,0.00,USD,2026-08-11T13:56:35.552Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1340,LED-401340,ACC-641,672.50,0.00,EUR,2026-08-11T16:17:15.666Z,POSTED,RECONCILED,Payment settlement for order ORD-7340
TXN1341,LED-401341,ACC-642,2137.00,0.00,INR,2026-08-11T16:53:02.829Z,POSTED,RECONCILED,Payment settlement for order ORD-7341
TXN1342,LED-401342,ACC-643,551.75,0.00,USD,2026-08-11T16:41:50.057Z,POSTED,UNRECONCILED,Payment settlement awaiting bank confirmation
TXN1343,LED-401343,ACC-644,733.75,0.00,EUR,2026-08-11T12:52:54.178Z,POSTED,RECONCILED,Payment settlement for order ORD-7343
TXN1344,LED-401344,ACC-645,1264.50,0.00,INR,2026-08-11T13:14:46.528Z,POSTED,RECONCILED,Payment settlement for order ORD-7344
TXN1345,LED-401345,ACC-646,1146.00,0.00,USD,2026-08-11T09:56:58.629Z,POSTED,RECONCILED,Payment settlement for order ORD-7345
TXN1346,LED-401346,ACC-647,977.75,0.00,EUR,2026-08-11T16:26:19.305Z,POSTED,RECONCILED,Payment settlement for order ORD-7346
TXN1348,LED-401348,ACC-649,51.00,0.00,USD,2026-08-11T17:51:17.734Z,POSTED,RECONCILED,Payment settlement for order ORD-7348
TXN1349,LED-401349,ACC-650,1349.00,0.00,EUR,2026-08-11T12:30:10.649Z,POSTED,RECONCILED,Payment settlement for order ORD-7349
TXN1350,LED-401350,ACC-601,797.25,0.00,INR,2026-08-11T10:02:57.377Z,POSTED,RECONCILED,Payment settlement for order ORD-7350
TXN1351,LED-401351,ACC-602,1395.25,0.00,USD,2026-08-12T16:05:08.476Z,POSTED,RECONCILED,Payment settlement for order ORD-7351
TXN1352,LED-401352,ACC-603,1343.25,0.00,EUR,2026-08-12T16:27:33.468Z,POSTED,RECONCILED,Payment settlement for order ORD-7352
TXN1353,LED-401353,ACC-604,1240.25,0.00,INR,2026-08-12T14:08:31.769Z,POSTED,RECONCILED,Payment settlement for order ORD-7353
TXN1354,LED-401354,ACC-605,1688.00,0.00,USD,2026-08-12T11:13:59.458Z,POSTED,RECONCILED,Payment settlement for order ORD-7354
TXN1355,LED-401355,ACC-606,886.50,0.00,EUR,2026-08-12T12:25:22.540Z,POSTED,RECONCILED,Payment settlement for order ORD-7355
TXN1356,LED-401356,ACC-607,1834.75,0.00,INR,2026-08-12T13:35:49.285Z,POSTED,RECONCILED,Payment settlement for order ORD-7356
TXN1357,LED-401357,ACC-608,332.50,0.00,USD,2026-08-12T12:46:15.515Z,POSTED,RECONCILED,Payment settlement for order ORD-7357
TXN1358,LED-401358,ACC-609,1780.50,0.00,EUR,2026-08-12T15:49:09.055Z,POSTED,RECONCILED,Payment settlement for order ORD-7358
TXN1359,LED-401359,ACC-610,1978.50,0.00,INR,2026-08-12T11:39:35.289Z,POSTED,RECONCILED,Payment settlement for order ORD-7359
TXN1361,LED-401361,ACC-612,1001.50,0.00,EUR,2026-08-12T15:06:54.309Z,POSTED,RECONCILED,Payment settlement for order ORD-7361
TXN1362,LED-401362,ACC-613,460.00,0.00,INR,2026-08-12T11:31:05.311Z,POSTED,RECONCILED,Payment settlement for order ORD-7362
TXN1365,LED-401365,ACC-616,1389.25,0.00,INR,2026-08-12T14:29:18.959Z,POSTED,RECONCILED,Payment settlement for order ORD-7365
TXN1366,LED-401366,ACC-617,1470.00,0.00,USD,2026-08-12T10:07:53.489Z,POSTED,UNRECONCILED,Payment attempted but bank rejected
TXN1367,LED-401367,ACC-618,1963.50,0.00,EUR,2026-08-12T14:47:57.649Z,POSTED,RECONCILED,Payment settlement for order ORD-7367
TXN1368,LED-401368,ACC-619,1761.25,0.00,INR,2026-08-12T18:09:41.559Z,POSTED,RECONCILED,Payment settlement for order ORD-7368
TXN1369,LED-401369,ACC-620,908.00,0.00,USD,2026-08-12T08:50:18.558Z,POSTED,RECONCILED,Payment settlement for order ORD-7369
TXN1370,LED-401370,ACC-621,2406.75,0.00,EUR,2026-08-12T17:53:07.042Z,POSTED,RECONCILED,Payment settlement for order ORD-7370
TXN1371,LED-401371,ACC-622,2054.25,0.00,INR,2026-08-12T18:01:21.269Z,POSTED,RECONCILED,Payment settlement for order ORD-7371
TXN1372,LED-401372,ACC-623,452.25,0.00,USD,2026-08-12T15:30:51.740Z,POSTED,RECONCILED,Payment settlement for order ORD-7372
TXN1373,LED-401373,ACC-624,600.25,0.00,EUR,2026-08-12T09:53:28.074Z,POSTED,RECONCILED,Payment settlement for order ORD-7373
TXN1374,LED-401374,ACC-625,698.50,0.00,INR,2026-08-12T13:30:52.666Z,POSTED,RECONCILED,Payment settlement for order ORD-7374
TXN1375,LED-401375,ACC-626,1346.25,0.00,USD,2026-08-12T11:38:14.368Z,PENDING,UNRECONCILED,Payment settlement pending bank completion
TXN1376,LED-401376,ACC-627,217.25,0.00,EUR,2026-08-12T13:21:13.803Z,POSTED,RECONCILED,Payment settlement for order ORD-7376
TXN1377,LED-401377,ACC-628,1781.50,0.00,INR,2026-08-12T16:26:27.460Z,POSTED,RECONCILED,Payment settlement for order ORD-7377
TXN1378,LED-401378,ACC-629,1496.25,0.00,USD,2026-08-12T14:40:25.875Z,POSTED,RECONCILED,Payment settlement for order ORD-7378
TXN1379,LED-401379,ACC-630,2360.50,0.00,EUR,2026-08-12T14:43:11.389Z,POSTED,RECONCILED,Payment settlement for order ORD-7379
TXN1380,LED-401380,ACC-631,175.00,0.00,INR,2026-08-12T15:57:04.493Z,POSTED,RECONCILED,Payment settlement for order ORD-7380
TXN1381,LED-401381,ACC-632,339.75,0.00,USD,2026-08-13T18:09:51.120Z,POSTED,RECONCILED,Payment settlement for order ORD-7381
TXN1382,LED-401382,ACC-633,1054.75,0.00,EUR,2026-08-13T18:12:02.652Z,POSTED,RECONCILED,Payment settlement for order ORD-7382
TXN1383,LED-401383,ACC-634,518.75,0.00,INR,2026-08-13T14:44:46.203Z,POSTED,RECONCILED,Payment settlement for order ORD-7383
TXN1384,LED-401384,ACC-635,1733.50,0.00,USD,2026-08-15T15:37:37.713Z,POSTED,RECONCILED,Payment settlement for order ORD-7384 - delayed batch
TXN1385,LED-401385,ACC-636,2181.00,0.00,EUR,2026-08-13T13:37:40.834Z,POSTED,RECONCILED,Payment settlement for order ORD-7385
TXN1386,LED-401386,ACC-637,713.75,0.00,INR,2026-08-15T15:04:28.241Z,POSTED,RECONCILED,Payment settlement for order ORD-7386 - delayed batch
TXN1387,LED-401387,ACC-638,372.00,0.00,USD,2026-08-13T10:16:14.689Z,POSTED,RECONCILED,Payment settlement for order ORD-7387
TXN1388,LED-401388,ACC-639,1620.00,0.00,EUR,2026-08-13T14:54:43.168Z,POSTED,RECONCILED,Payment settlement for order ORD-7388
TXN1389,LED-401389,ACC-640,1618.75,0.00,INR,2026-08-13T09:47:23.862Z,POSTED,RECONCILED,Payment settlement for order ORD-7389
TXN1390,LED-401390,ACC-641,966.50,0.00,USD,2026-08-13T10:17:25.619Z,POSTED,RECONCILED,Payment settlement for order ORD-7390
TXN1391,LED-401391,ACC-642,264.25,0.00,EUR,2026-08-13T08:49:01.298Z,POSTED,RECONCILED,Payment settlement for order ORD-7391
TXN1392,LED-401392,ACC-643,112.75,0.00,INR,2026-08-15T14:17:20.229Z,POSTED,RECONCILED,Payment settlement for order ORD-7392 - delayed batch
TXN1393,LED-401393,ACC-644,49.50,0.00,USD,2026-08-13T12:51:10.257Z,POSTED,RECONCILED,Payment settlement for order ORD-7393
