transaction_id,gateway_payment_id,merchant_id,amount,currency,created_at,authorized_at,captured_at,gateway_status,payment_method,failure_code,failure_message
TXN1152,GP-101152,MERCH-503,1254.00,INR,2026-08-05T12:00:34.452Z,2026-08-05T12:00:40.452Z,2026-08-05T12:00:51.452Z,CAPTURED,google_pay,,
TXN1153,GP-101153,MERCH-504,1979.25,USD,2026-08-05T16:43:13.229Z,2026-08-05T16:43:32.229Z,2026-08-05T16:43:51.229Z,CAPTURED,apple_pay,,
TXN1154,GP-101154,MERCH-505,2368.00,EUR,2026-08-05T10:42:40.627Z,2026-08-05T10:42:55.627Z,2026-08-05T10:43:27.627Z,CAPTURED,bank_transfer,,
TXN1155,GP-101155,MERCH-506,1211.50,INR,2026-08-05T11:53:41.489Z,2026-08-05T11:53:52.489Z,2026-08-05T11:54:04.489Z,CAPTURED,apple_pay,,
TXN1156,GP-101156,MERCH-507,545.50,USD,2026-08-05T10:01:01.559Z,2026-08-05T10:01:15.559Z,2026-08-05T10:01:43.559Z,CAPTURED,google_pay,,
TXN1157,GP-101157,MERCH-508,504.50,EUR,2026-08-05T14:49:10.392Z,2026-08-05T14:49:23.392Z,2026-08-05T14:49:40.392Z,CAPTURED,debit_card,,
TXN1158,GP-101158,MERCH-509,1613.25,INR,2026-08-05T13:59:24.149Z,2026-08-05T13:59:33.149Z,2026-08-05T14:00:08.149Z,CAPTURED,credit_card,,
TXN1159,GP-101159,MERCH-510,2071.00,USD,2026-08-05T11:24:34.721Z,2026-08-05T11:24:39.721Z,2026-08-05T11:25:09.721Z,CAPTURED,credit_card,,
TXN1160,GP-101160,MERCH-511,2283.75,EUR,2026-08-05T11:10:51.726Z,2026-08-05T11:11:01.726Z,2026-08-05T11:11:35.726Z,CAPTURED,credit_card,,
TXN1161,GP-101161,MERCH-512,72.50,INR,2026-08-05T16:26:10.493Z,2026-08-05T16:26:15.493Z,2026-08-05T16:26:29.493Z,CAPTURED,google_pay,,
TXN1162,GP-101162,MERCH-513,1615.75,USD,2026-08-05T13:21:19.791Z,2026-08-05T13:21:30.791Z,2026-08-05T13:21:57.791Z,CAPTURED,bank_transfer,,
TXN1163,GP-101163,MERCH-514,1307.25,EUR,2026-08-05T16:58:02.821Z,2026-08-05T16:58:11.821Z,2026-08-05T16:58:44.821Z,CAPTURED,credit_card,,
TXN1164,GP-101164,MERCH-515,2149.50,INR,2026-08-05T09:11:13.434Z,2026-08-05T09:11:31.434Z,2026-08-05T09:12:09.434Z,CAPTURED,credit_card,,
TXN1165,GP-101165,MERCH-516,1216.25,USD,2026-08-05T13:28:21.543Z,2026-08-05T13:28:40.543Z,2026-08-05T13:28:51.543Z,CAPTURED,apple_pay,,
TXN1166,GP-101166,MERCH-517,775.00,EUR,2026-08-05T09:39:54.113Z,2026-08-05T09:40:10.113Z,2026-08-05T09:40:34.113Z,CAPTURED,google_pay,,
TXN1167,GP-101167,MERCH-518,1484.75,INR,2026-08-05T12:55:12.385Z,2026-08-05T12:55:21.385Z,2026-08-05T12:55:59.385Z,CAPTURED,debit_card,,
TXN1168,GP-101168,MERCH-519,1543.25,USD,2026-08-05T10:53:05.427Z,2026-08-05T10:53:22.427Z,2026-08-05T10:53:50.427Z,CAPTURED,debit_card,,
TXN1169,GP-101169,MERCH-520,1552.00,EUR,2026-08-05T14:54:29.740Z,2026-08-05T14:54:43.740Z,2026-08-05T14:55:15.740Z,CAPTURED,google_pay,,
TXN1170,GP-101170,MERCH-521,2111.25,INR,2026-08-05T10:31:09.762Z,2026-08-05T10:31:26.762Z,2026-08-05T10:31:54.762Z,CAPTURED,bank_transfer,,
TXN1171,GP-101171,MERCH-522,1990.25,USD,2026-08-06T10:18:21.745Z,2026-08-06T10:18:26.745Z,2026-08-06T10:19:04.745Z,CAPTURED,credit_card,,
TXN1172,GP-101172,MERCH-523,1865.50,EUR,2026-08-06T14:26:46.596Z,2026-08-06T14:27:02.596Z,2026-08-06T14:27:23.596Z,CAPTURED,debit_card,,
TXN1173,GP-101173,MERCH-524,2291.00,INR,2026-08-06T08:49:52.622Z,2026-08-06T08:50:11.622Z,2026-08-06T08:50:36.622Z,CAPTURED,apple_pay,,
TXN1174,GP-101174,MERCH-525,2080.50,USD,2026-08-06T08:08:19.387Z,2026-08-06T08:08:30.387Z,2026-08-06T08:09:01.387Z,CAPTURED,debit_card,,
TXN1175,GP-101175,MERCH-526,1822.00,EUR,2026-08-06T10:42:13.338Z,2026-08-06T10:42:19.338Z,2026-08-06T10:42:41.338Z,CAPTURED,credit_card,,
TXN1176,GP-101176,MERCH-527,2115.75,INR,2026-08-06T14:17:55.081Z,2026-08-06T14:18:03.081Z,2026-08-06T14:18:38.081Z,CAPTURED,credit_card,,
TXN1177,GP-101177,MERCH-528,1157.25,USD,2026-08-06T09:38:08.799Z,2026-08-06T09:38:14.799Z,2026-08-06T09:38:31.799Z,CAPTURED,credit_card,,
TXN1178,GP-101178,MERCH-529,1949.75,EUR,2026-08-06T16:44:45.435Z,2026-08-06T16:45:03.435Z,2026-08-06T16:45:39.435Z,CAPTURED,apple_pay,,
TXN1179,GP-101179,MERCH-530,292.75,INR,2026-08-06T08:11:27.799Z,2026-08-06T08:11:46.799Z,2026-08-06T08:11:56.799Z,CAPTURED,credit_card,,
TXN1180,GP-101180,MERCH-531,1584.00,USD,2026-08-06T16:35:42.525Z,2026-08-06T16:35:54.525Z,2026-08-06T16:36:29.525Z,CAPTURED,debit_card,,
TXN1181,GP-101181,MERCH-532,1951.50,EUR,2026-08-06T14:58:28.752Z,2026-08-06T14:58:42.752Z,2026-08-06T14:59:06.752Z,CAPTURED,google_pay,,
TXN1182,GP-101182,MERCH-533,1496.75,INR,2026-08-06T13:24:59.435Z,2026-08-06T13:25:14.435Z,2026-08-06T13:25:24.435Z,CAPTURED,credit_card,,
TXN1183,GP-101183,MERCH-534,1019.75,USD,2026-08-06T14:13:48.158Z,2026-08-06T14:13:53.158Z,2026-08-06T14:14:25.158Z,CAPTURED,google_pay,,
TXN1184,GP-101184,MERCH-535,361.00,EUR,2026-08-06T09:26:42.336Z,2026-08-06T09:26:55.336Z,2026-08-06T09:27:13.336Z,CAPTURED,bank_transfer,,
TXN1185,GP-101185,MERCH-536,253.75,INR,2026-08-06T12:20:04.709Z,2026-08-06T12:20:16.709Z,2026-08-06T12:20:42.709Z,CAPTURED,debit_card,,
TXN1186,GP-101186,MERCH-537,1296.25,USD,2026-08-06T12:50:32.290Z,2026-08-06T12:50:39.290Z,2026-08-06T12:51:12.290Z,CAPTURED,debit_card,,
TXN1187,GP-101187,MERCH-538,1688.50,EUR,2026-08-06T17:04:45.978Z,,,AUTHORIZATION_FAILED,apple_pay,SUSPECTED_FRAUD,High risk score detected by fraud rules
TXN1188,GP-101188,MERCH-539,546.75,INR,2026-08-06T11:00:10.979Z,2026-08-06T11:00:27.979Z,2026-08-06T11:00:41.979Z,CAPTURED,apple_pay,,
TXN1189,GP-101189,MERCH-540,843.50,USD,2026-08-06T13:42:32.150Z,2026-08-06T13:42:40.150Z,2026-08-06T13:42:54.150Z,CAPTURED,bank_transfer,,
TXN1190,GP-101190,MERCH-541,246.50,EUR,2026-08-06T08:27:33.918Z,2026-08-06T08:27:43.918Z,2026-08-06T08:27:55.918Z,CAPTURED,credit_card,,
TXN1191,GP-101191,MERCH-542,800.25,INR,2026-08-06T13:13:58.072Z,2026-08-06T13:14:05.072Z,2026-08-06T13:14:15.072Z,CAPTURED,google_pay,,
TXN1192,GP-101192,MERCH-543,703.00,USD,2026-08-06T12:43:33.667Z,2026-08-06T12:43:52.667Z,2026-08-06T12:44:07.667Z,CAPTURED,debit_card,,
TXN1193,GP-101193,MERCH-544,557.00,EUR,2026-08-06T12:13:03.683Z,2026-08-06T12:13:22.683Z,2026-08-06T12:13:56.683Z,CAPTURED,debit_card,,
TXN1194,GP-101194,MERCH-545,960.50,INR,2026-08-06T17:45:15.578Z,2026-08-06T17:45:27.578Z,2026-08-06T17:45:42.578Z,CAPTURED,debit_card,,
TXN1195,GP-101195,MERCH-546,1801.50,USD,2026-08-06T11:40:26.920Z,2026-08-06T11:40:45.920Z,2026-08-06T11:41:23.920Z,CAPTURED,debit_card,,
TXN1196,GP-101196,MERCH-547,2321.00,EUR,2026-08-06T09:06:09.882Z,2026-08-06T09:06:18.882Z,2026-08-06T09:06:33.882Z,CAPTURED,debit_card,,
TXN1197,GP-101197,MERCH-548,991.00,INR,2026-08-06T13:59:49.258Z,2026-08-06T13:59:55.258Z,2026-08-06T14:00:10.258Z,CAPTURED,debit_card,,
TXN1198,GP-101198,MERCH-549,1477.00,USD,2026-08-06T12:29:40.101Z,2026-08-06T12:29:56.101Z,2026-08-06T12:30:16.101Z,CAPTURED,bank_transfer,,
TXN1199,GP-101199,MERCH-550,264.25,EUR,2026-08-06T12:16:22.157Z,2026-08-06T12:16:32.157Z,2026-08-06T12:16:48.157Z,CAPTURED,debit_card,,
TXN1200,GP-101200,MERCH-501,2000.75,INR,2026-08-06T09:59:24.481Z,2026-08-06T09:59:35.481Z,2026-08-06T10:00:08.481Z,CAPTURED,debit_card,,
TXN1201,GP-101201,MERCH-502,87.25,USD,2026-08-07T10:20:19.215Z,,,AUTHORIZATION_FAILED,bank_transfer,EXPIRED_CARD,Card expired
TXN1202,GP-101202,MERCH-503,412.00,EUR,2026-08-07T14:48:52.615Z,2026-08-07T14:48:59.615Z,2026-08-07T14:49:38.615Z,CAPTURED,google_pay,,
TXN1203,GP-101203,MERCH-504,927.75,INR,2026-08-07T13:33:28.910Z,2026-08-07T13:33:44.910Z,2026-08-07T13:34:10.910Z,CAPTURED,google_pay,,
TXN1204,GP-101204,MERCH-505,886.50,USD,2026-08-07T16:01:05.285Z,2026-08-07T16:01:16.285Z,2026-08-07T16:01:38.285Z,CAPTURED,google_pay,,
TXN1205,GP-101205,MERCH-506,1091.75,EUR,2026-08-07T15:28:09.973Z,2026-08-07T15:28:22.973Z,2026-08-07T15:29:00.973Z,CAPTURED,bank_transfer,,
TXN1206,GP-101206,MERCH-507,1055.25,INR,2026-08-07T14:22:11.809Z,2026-08-07T14:22:30.809Z,2026-08-07T14:22:55.809Z,CAPTURED,apple_pay,,
TXN1207,GP-101207,MERCH-508,1570.25,USD,2026-08-07T17:45:46.439Z,2026-08-07T17:46:03.439Z,2026-08-07T17:46:37.439Z,CAPTURED,google_pay,,
TXN1208,GP-101208,MERCH-509,1152.00,EUR,2026-08-07T10:49:09.247Z,2026-08-07T10:49:14.247Z,2026-08-07T10:49:33.247Z,CAPTURED,google_pay,,
TXN1209,GP-101209,MERCH-510,183.50,INR,2026-08-07T13:29:45.365Z,2026-08-07T13:29:50.365Z,2026-08-07T13:30:25.365Z,CAPTURED,bank_transfer,,
TXN1210,GP-101210,MERCH-511,2164.50,USD,2026-08-07T08:09:59.131Z,2026-08-07T08:10:12.131Z,2026-08-07T08:10:24.131Z,CAPTURED,google_pay,,
TXN1211,GP-101211,MERCH-512,495.25,EUR,2026-08-07T14:11:24.256Z,2026-08-07T14:11:40.256Z,2026-08-07T14:11:59.256Z,CAPTURED,apple_pay,,
TXN1212,GP-101212,MERCH-513,576.00,INR,2026-08-07T16:49:02.345Z,2026-08-07T16:49:21.345Z,2026-08-07T16:49:54.345Z,CAPTURED,google_pay,,
TXN1213,GP-101213,MERCH-514,608.75,USD,2026-08-07T16:03:11.175Z,2026-08-07T16:03:22.175Z,2026-08-07T16:03:53.175Z,CAPTURED,apple_pay,,
TXN1214,GP-101214,MERCH-515,1189.25,EUR,2026-08-07T12:10:00.189Z,2026-08-07T12:10:10.189Z,2026-08-07T12:10:30.189Z,CAPTURED,bank_transfer,,
TXN1215,GP-101215,MERCH-516,520.25,INR,2026-08-07T11:32:48.237Z,2026-08-07T11:33:07.237Z,2026-08-07T11:33:17.237Z,CAPTURED,apple_pay,,
TXN1216,GP-101216,MERCH-517,1601.50,USD,2026-08-07T11:28:23.026Z,2026-08-07T11:28:37.026Z,2026-08-07T11:29:13.026Z,CAPTURED,debit_card,,
TXN1217,GP-101217,MERCH-518,1161.00,EUR,2026-08-07T13:40:48.674Z,2026-08-07T13:40:55.674Z,2026-08-07T13:41:22.674Z,CAPTURED,credit_card,,
TXN1218,GP-101218,MERCH-519,1959.25,INR,2026-08-07T13:02:14.373Z,,,AUTHORIZATION_FAILED,bank_transfer,INVALID_CVV,CVV verification failed
TXN1219,GP-101219,MERCH-520,2406.25,USD,2026-08-07T10:50:02.643Z,2026-08-07T10:50:18.643Z,2026-08-07T10:50:30.643Z,CAPTURED,apple_pay,,
TXN1220,GP-101220,MERCH-521,818.50,EUR,2026-08-07T15:10:52.578Z,2026-08-07T15:11:02.578Z,2026-08-07T15:11:25.578Z,CAPTURED,google_pay,,
TXN1221,GP-101221,MERCH-522,2094.00,INR,2026-08-07T15:56:19.525Z,2026-08-07T15:56:33.525Z,2026-08-07T15:56:56.525Z,CAPTURED,apple_pay,,
TXN1222,GP-101222,MERCH-523,1519.25,USD,2026-08-07T16:21:24.719Z,2026-08-07T16:21:35.719Z,2026-08-07T16:21:50.719Z,CAPTURED,bank_transfer,,
TXN1223,GP-101223,MERCH-524,2095.00,EUR,2026-08-07T12:31:32.756Z,2026-08-07T12:31:50.756Z,2026-08-07T12:32:27.756Z,CAPTURED,apple_pay,,
TXN1224,GP-101224,MERCH-525,2021.00,INR,2026-08-07T10:00:08.613Z,2026-08-07T10:00:18.613Z,2026-08-07T10:00:53.613Z,CAPTURED,debit_card,,
TXN1225,GP-101225,MERCH-526,1896.00,USD,2026-08-07T12:20:20.057Z,2026-08-07T12:20:26.057Z,2026-08-07T12:20:44.057Z,CAPTURED,bank_transfer,,
TXN1226,GP-101226,MERCH-527,2322.50,EUR,2026-08-07T09:22:58.482Z,2026-08-07T09:23:07.482Z,2026-08-07T09:23:29.482Z,CAPTURED,apple_pay,,
TXN1227,GP-101227,MERCH-528,1498.75,INR,2026-08-07T13:38:10.550Z,2026-08-07T13:38:18.550Z,2026-08-07T13:38:44.550Z,CAPTURED,debit_card,,
TXN1228,GP-101228,MERCH-529,2423.25,USD,2026-08-07T10:00:41.490Z,2026-08-07T10:00:47.490Z,2026-08-07T10:01:24.490Z,CAPTURED,debit_card,,
TXN1229,GP-101229,MERCH-530,899.75,EUR,2026-08-07T08:58:11.629Z,2026-08-07T08:58:19.629Z,2026-08-07T08:58:52.629Z,CAPTURED,google_pay,,
TXN1230,GP-101230,MERCH-531,1988.25,INR,2026-08-07T15:24:18.207Z,2026-08-07T15:24:34.207Z,2026-08-07T15:24:58.207Z,CAPTURED,bank_transfer,,
TXN1231,GP-101231,MERCH-532,381.75,USD,2026-08-08T17:28:46.064Z,2026-08-08T17:28:59.064Z,2026-08-08T17:29:12.064Z,CAPTURED,credit_card,,
TXN1232,GP-101232,MERCH-533,1123.50,EUR,2026-08-08T15:19:23.500Z,,,AUTHORIZATION_FAILED,bank_transfer,SUSPECTED_FRAUD,High risk score detected by fraud rules
TXN1233,GP-101233,MERCH-534,253.75,INR,2026-08-08T14:18:15.873Z,2026-08-08T14:18:22.873Z,2026-08-08T14:18:48.873Z,CAPTURED,debit_card,,
TXN1234,GP-101234,MERCH-535,183.50,USD,2026-08-08T13:33:17.784Z,2026-08-08T13:33:35.784Z,2026-08-08T13:33:45.784Z,CAPTURED,apple_pay,,
TXN1235,GP-101235,MERCH-536,1137.50,EUR,2026-08-08T10:40:13.279Z,2026-08-08T10:40:31.279Z,2026-08-08T10:40:44.279Z,CAPTURED,apple_pay,,
TXN1236,GP-101236,MERCH-537,1440.50,INR,2026-08-08T08:09:32.708Z,2026-08-08T08:09:50.708Z,2026-08-08T08:10:13.708Z,CAPTURED,credit_card,,
TXN1237,GP-101237,MERCH-538,1694.50,USD,2026-08-08T11:05:41.218Z,2026-08-08T11:05:47.218Z,2026-08-08T11:06:04.218Z,CAPTURED,debit_card,,
TXN1238,GP-101238,MERCH-539,97.25,EUR,2026-08-08T11:36:12.004Z,2026-08-08T11:36:28.004Z,2026-08-08T11:37:01.004Z,CAPTURED,bank_transfer,,
TXN1239,GP-101239,MERCH-540,405.25,INR,2026-08-08T16:55:43.094Z,2026-08-08T16:55:48.094Z,2026-08-08T16:56:17.094Z,CAPTURED,google_pay,,
TXN1240,GP-101240,MERCH-541,1224.00,USD,2026-08-08T17:01:21.921Z,2026-08-08T17:01:38.921Z,2026-08-08T17:02:07.921Z,CAPTURED,bank_transfer,,
TXN1241,GP-101241,MERCH-542,1111.00,EUR,2026-08-08T16:41:56.798Z,2026-08-08T16:42:06.798Z,2026-08-08T16:42:44.798Z,CAPTURED,bank_transfer,,
TXN1242,GP-101242,MERCH-543,347.25,INR,2026-08-08T16:31:04.120Z,2026-08-08T16:31:22.120Z,2026-08-08T16:31:47.120Z,CAPTURED,google_pay,,
TXN1243,GP-101243,MERCH-544,1934.50,USD,2026-08-08T09:08:34.161Z,2026-08-08T09:08:48.161Z,2026-08-08T09:09:13.161Z,CAPTURED,google_pay,,
TXN1244,GP-101244,MERCH-545,1671.50,EUR,2026-08-08T15:57:58.024Z,2026-08-08T15:58:16.024Z,2026-08-08T15:58:34.024Z,CAPTURED,credit_card,,
TXN1245,GP-101245,MERCH-546,2068.00,INR,2026-08-08T15:29:52.255Z,2026-08-08T15:30:10.255Z,2026-08-08T15:30:29.255Z,CAPTURED,debit_card,,
TXN1246,GP-101246,MERCH-547,1921.75,USD,2026-08-08T17:33:32.971Z,2026-08-08T17:33:50.971Z,2026-08-08T17:34:28.971Z,CAPTURED,debit_card,,
TXN1247,GP-101247,MERCH-548,2324.25,EUR,2026-08-08T13:28:24.407Z,2026-08-08T13:28:35.407Z,2026-08-08T13:28:54.407Z,CAPTURED,debit_card,,
TXN1248,GP-101248,MERCH-549,1478.50,INR,2026-08-08T12:35:35.595Z,2026-08-08T12:35:49.595Z,2026-08-08T12:36:18.595Z,CAPTURED,apple_pay,,
TXN1249,GP-101249,MERCH-550,2381.75,USD,2026-08-08T11:13:50.855Z,2026-08-08T11:14:07.855Z,2026-08-08T11:14:24.855Z,CAPTURED,debit_card,,
TXN1250,GP-101250,MERCH-501,756.25,EUR,2026-08-08T09:36:35.455Z,2026-08-08T09:36:44.455Z,2026-08-08T09:37:13.455Z,CAPTURED,bank_transfer,,
TXN1251,GP-101251,MERCH-502,2041.50,INR,2026-08-08T13:28:52.646Z,2026-08-08T13:29:02.646Z,2026-08-08T13:29:16.646Z,CAPTURED,credit_card,,
TXN1252,GP-101252,MERCH-503,828.75,USD,2026-08-08T12:03:43.243Z,2026-08-08T12:04:01.243Z,2026-08-08T12:04:40.243Z,CAPTURED,credit_card,,
TXN1253,GP-101253,MERCH-504,165.25,EUR,2026-08-08T14:19:07.790Z,2026-08-08T14:19:26.790Z,2026-08-08T14:19:53.790Z,CAPTURED,google_pay,,
TXN1254,GP-101254,MERCH-505,1895.00,INR,2026-08-08T14:13:05.975Z,2026-08-08T14:13:17.975Z,2026-08-08T14:13:51.975Z,CAPTURED,credit_card,,
TXN1255,GP-101255,MERCH-506,1348.75,USD,2026-08-08T13:29:33.681Z,2026-08-08T13:29:43.681Z,2026-08-08T13:30:01.681Z,CAPTURED,credit_card,,
TXN1256,GP-101256,MERCH-507,1352.00,EUR,2026-08-08T08:11:06.183Z,2026-08-08T08:11:21.183Z,2026-08-08T08:11:46.183Z,CAPTURED,google_pay,,
TXN1257,GP-101257,MERCH-508,105.00,INR,2026-08-08T11:16:00.267Z,2026-08-08T11:16:16.267Z,2026-08-08T11:16:46.267Z,CAPTURED,google_pay,,
TXN1258,GP-101258,MERCH-509,609.00,USD,2026-08-08T15:39:47.818Z,2026-08-08T15:40:04.818Z,2026-08-08T15:40:16.818Z,CAPTURED,bank_transfer,,
TXN1259,GP-101259,MERCH-510,1062.25,EUR,2026-08-08T11:17:39.581Z,2026-08-08T11:17:45.581Z,2026-08-08T11:18:24.581Z,CAPTURED,google_pay,,
TXN1260,GP-101260,MERCH-511,2066.00,INR,2026-08-08T10:49:28.215Z,2026-08-08T10:49:46.215Z,2026-08-08T10:50:13.215Z,CAPTURED,credit_card,,
TXN1261,GP-101261,MERCH-512,907.00,USD,2026-08-09T11:24:23.382Z,2026-08-09T11:24:36.382Z,2026-08-09T11:25:01.382Z,CAPTURED,credit_card,,
TXN1262,GP-101262,MERCH-513,2027.00,EUR,2026-08-09T14:41:48.568Z,2026-08-09T14:41:54.568Z,2026-08-09T14:42:04.568Z,CAPTURED,bank_transfer,,
TXN1263,GP-101263,MERCH-514,1297.25,INR,2026-08-09T13:01:55.736Z,2026-08-09T13:02:02.736Z,2026-08-09T13:02:19.736Z,CAPTURED,apple_pay,,
TXN1264,GP-101264,MERCH-515,1717.25,USD,2026-08-09T12:21:43.476Z,2026-08-09T12:22:01.476Z,2026-08-09T12:22:24.476Z,CAPTURED,credit_card,,
TXN1265,GP-101265,MERCH-516,1487.25,EUR,2026-08-09T16:38:12.953Z,2026-08-09T16:38:26.953Z,2026-08-09T16:39:02.953Z,CAPTURED,credit_card,,
TXN1266,GP-101266,MERCH-517,1506.75,INR,2026-08-09T11:19:02.013Z,2026-08-09T11:19:08.013Z,2026-08-09T11:19:34.013Z,CAPTURED,debit_card,,
TXN1267,GP-101267,MERCH-518,193.25,USD,2026-08-09T10:10:39.323Z,2026-08-09T10:10:46.323Z,2026-08-09T10:11:06.323Z,CAPTURED,apple_pay,,
TXN1268,GP-101268,MERCH-519,630.00,EUR,2026-08-09T17:30:25.714Z,2026-08-09T17:30:32.714Z,2026-08-09T17:30:53.714Z,CAPTURED,apple_pay,,
TXN1269,GP-101269,MERCH-520,1016.75,INR,2026-08-09T09:27:13.972Z,2026-08-09T09:27:24.972Z,2026-08-09T09:28:01.972Z,CAPTURED,debit_card,,
TXN1270,GP-101270,MERCH-521,1953.25,USD,2026-08-09T11:00:37.487Z,2026-08-09T11:00:44.487Z,2026-08-09T11:00:59.487Z,CAPTURED,google_pay,,
TXN1271,GP-101271,MERCH-522,1640.25,EUR,2026-08-09T12:19:03.615Z,2026-08-09T12:19:17.615Z,2026-08-09T12:19:39.615Z,CAPTURED,apple_pay,,
TXN1272,GP-101272,MERCH-523,677.25,INR,2026-08-09T12:07:40.220Z,2026-08-09T12:07:46.220Z,2026-08-09T12:08:22.220Z,CAPTURED,google_pay,,
TXN1273,GP-101273,MERCH-524,2063.50,USD,2026-08-09T14:40:20.527Z,2026-08-09T14:40:36.527Z,2026-08-09T14:41:10.527Z,CAPTURED,google_pay,,
TXN1274,GP-101274,MERCH-525,1600.25,EUR,2026-08-09T08:03:13.281Z,2026-08-09T08:03:31.281Z,2026-08-09T08:03:55.281Z,CAPTURED,google_pay,,
TXN1275,GP-101275,MERCH-526,2287.75,INR,2026-08-09T11:12:46.702Z,2026-08-09T11:13:02.702Z,2026-08-09T11:13:16.702Z,CAPTURED,debit_card,,
TXN1276,GP-101276,MERCH-527,2324.25,USD,2026-08-09T10:27:00.564Z,2026-08-09T10:27:14.564Z,2026-08-09T10:27:24.564Z,CAPTURED,google_pay,,
TXN1277,GP-101277,MERCH-528,2310.00,EUR,2026-08-09T08:18:55.689Z,2026-08-09T08:19:10.689Z,2026-08-09T08:19:31.689Z,CAPTURED,debit_card,,
TXN1278,GP-101278,MERCH-529,447.00,INR,2026-08-09T10:08:42.552Z,2026-08-09T10:08:51.552Z,2026-08-09T10:09:15.552Z,CAPTURED,google_pay,,
TXN1279,GP-101279,MERCH-530,2134.00,USD,2026-08-09T12:12:23.290Z,2026-08-09T12:12:36.290Z,2026-08-09T12:13:02.290Z,CAPTURED,bank_transfer,,
TXN1280,GP-101280,MERCH-531,771.75,EUR,2026-08-09T16:41:50.561Z,2026-08-09T16:42:07.561Z,2026-08-09T16:42:42.561Z,CAPTURED,bank_transfer,,
TXN1281,GP-101281,MERCH-532,1757.00,INR,2026-08-09T11:39:42.481Z,2026-08-09T11:39:52.481Z,2026-08-09T11:40:20.481Z,CAPTURED,bank_transfer,,
TXN1282,GP-101282,MERCH-533,894.50,USD,2026-08-09T13:02:26.118Z,2026-08-09T13:02:35.118Z,2026-08-09T13:02:48.118Z,CAPTURED,debit_card,,
TXN1283,GP-101283,MERCH-534,1181.75,EUR,2026-08-09T08:38:25.694Z,2026-08-09T08:38:30.694Z,2026-08-09T08:38:58.694Z,CAPTURED,debit_card,,
TXN1284,GP-101284,MERCH-535,818.00,INR,2026-08-09T10:32:33.061Z,2026-08-09T10:32:48.061Z,2026-08-09T10:33:07.061Z,CAPTURED,google_pay,,
TXN1285,GP-101285,MERCH-536,404.75,USD,2026-08-09T11:52:20.629Z,2026-08-09T11:52:34.629Z,2026-08-09T11:52:59.629Z,CAPTURED,credit_card,,
TXN1286,GP-101286,MERCH-537,541.50,EUR,2026-08-09T16:45:20.134Z,2026-08-09T16:45:25.134Z,2026-08-09T16:45:48.134Z,CAPTURED,bank_transfer,,
TXN1287,GP-101287,MERCH-538,1828.25,INR,2026-08-09T12:23:51.980Z,2026-08-09T12:23:58.980Z,2026-08-09T12:24:18.980Z,CAPTURED,google_pay,,
TXN1288,GP-101288,MERCH-539,658.25,USD,2026-08-09T16:33:53.101Z,2026-08-09T16:34:12.101Z,2026-08-09T16:34:33.101Z,CAPTURED,debit_card,,
TXN1289,GP-101289,MERCH-540,1599.75,EUR,2026-08-09T16:30:07.122Z,2026-08-09T16:30:12.122Z,2026-08-09T16:30:27.122Z,CAPTURED,apple_pay,,
TXN1290,GP-101290,MERCH-541,169.25,INR,2026-08-09T09:52:30.460Z,2026-08-09T09:52:38.460Z,2026-08-09T09:52:51.460Z,CAPTURED,debit_card,,
TXN1291,GP-101291,MERCH-542,1788.50,USD,2026-08-10T17:11:53.616Z,2026-08-10T17:12:04.616Z,2026-08-10T17:12:26.616Z,CAPTURED,debit_card,,
TXN1292,GP-101292,MERCH-543,1675.50,EUR,2026-08-10T12:08:30.484Z,2026-08-10T12:08:49.484Z,2026-08-10T12:09:21.484Z,CAPTURED,credit_card,,
TXN1293,GP-101293,MERCH-544,912.75,INR,2026-08-10T08:15:32.908Z,2026-08-10T08:15:44.908Z,2026-08-10T08:16:02.908Z,CAPTURED,bank_transfer,,
TXN1294,GP-101294,MERCH-545,575.25,USD,2026-08-10T12:01:07.342Z,2026-08-10T12:01:14.342Z,2026-08-10T12:01:34.342Z,CAPTURED,credit_card,,
TXN1295,GP-101295,MERCH-546,1129.00,EUR,2026-08-10T09:01:45.068Z,2026-08-10T09:02:04.068Z,2026-08-10T09:02:22.068Z,CAPTURED,google_pay,,
TXN1296,GP-101296,MERCH-547,1032.75,INR,2026-08-10T12:33:21.090Z,2026-08-10T12:33:37.090Z,2026-08-10T12:33:59.090Z,CAPTURED,debit_card,,
TXN1297,GP-101297,MERCH-548,885.75,USD,2026-08-10T15:59:53.177Z,2026-08-10T16:00:09.177Z,2026-08-10T16:00:21.177Z,CAPTURED,debit_card,,
TXN1298,GP-101298,MERCH-549,1289.00,EUR,2026-08-10T15:57:12.819Z,2026-08-10T15:57:21.819Z,2026-08-10T15:57:44.819Z,CAPTURED,debit_card,,
TXN1299,GP-101299,MERCH-550,442.25,INR,2026-08-10T08:07:01.372Z,2026-08-10T08:07:14.372Z,2026-08-10T08:07:47.372Z,CAPTURED,apple_pay,,
TXN1300,GP-101300,MERCH-501,1850.25,USD,2026-08-10T17:34:14.902Z,2026-08-10T17:34:30.902Z,2026-08-10T17:34:43.902Z,CAPTURED,google_pay,,
TXN1301,GP-101301,MERCH-502,520.25,EUR,2026-08-10T17:54:05.485Z,2026-08-10T17:54:18.485Z,2026-08-10T17:54:30.485Z,CAPTURED,google_pay,,
