payment_id,order_id,merchant_id,amount_inr,currency,status,method,captured_at,fee_inr,tax_inr,error_code,error_description,risk_level
pay_demo_0201,order_demo_0201,acc_demo_002,7837.0,INR,captured,card,2026-08-26 12:00:00,156.74,28.21,,,normal
pay_demo_0202,order_demo_0202,acc_demo_003,7974.0,INR,captured,upi,2026-08-26 15:00:00,159.48,28.71,,,normal
pay_demo_0203,order_demo_0203,acc_demo_004,8111.0,INR,captured,card,2026-08-26 18:00:00,162.22,29.2,,,normal
pay_demo_0204,order_demo_0204,acc_demo_005,8248.0,INR,captured,upi,2026-08-26 21:00:00,164.96,29.69,,,normal
pay_demo_0205,order_demo_0205,acc_demo_006,8385.0,INR,captured,card,2026-08-27 00:00:00,167.7,30.19,,,normal
pay_demo_0206,order_demo_0206,acc_demo_007,8522.0,INR,captured,upi,2026-08-27 03:00:00,170.44,30.68,,,normal
pay_demo_0207,order_demo_0207,acc_demo_008,8659.0,INR,captured,card,2026-08-27 06:00:00,173.18,31.17,,,normal
pay_demo_0208,order_demo_0208,acc_demo_009,8796.0,INR,captured,upi,2026-08-27 09:00:00,175.92,31.67,,,normal
pay_demo_0209,order_demo_0209,acc_demo_010,8933.0,INR,captured,card,2026-08-27 12:00:00,178.66,32.16,,,normal
pay_demo_0210,order_demo_0210,acc_demo_011,9070.0,INR,captured,upi,2026-08-27 15:00:00,181.4,32.65,,,normal
pay_demo_0211,order_demo_0211,acc_demo_012,9207.0,INR,captured,card,2026-08-27 18:00:00,184.14,33.15,,,normal
pay_demo_0212,order_demo_0212,acc_demo_013,9344.0,INR,captured,upi,2026-08-27 21:00:00,186.88,33.64,,,normal
pay_demo_0213,order_demo_0213,acc_demo_014,9481.0,INR,captured,card,2026-08-28 00:00:00,189.62,34.13,,,normal
pay_demo_0214,order_demo_0214,acc_demo_015,9618.0,INR,captured,upi,2026-08-28 03:00:00,192.36,34.62,,,normal
pay_demo_0215,order_demo_0215,acc_demo_016,9755.0,INR,captured,card,2026-08-28 06:00:00,195.1,35.12,,,normal
pay_demo_0216,order_demo_0216,acc_demo_017,9892.0,INR,captured,upi,2026-08-28 09:00:00,197.84,35.61,,,normal
pay_demo_0217,order_demo_0217,acc_demo_018,129.0,INR,captured,card,2026-08-28 12:00:00,2.58,0.46,,,normal
pay_demo_0218,order_demo_0218,acc_demo_019,266.0,INR,captured,upi,2026-08-28 15:00:00,5.32,0.96,,,normal
pay_demo_0219,order_demo_0219,acc_demo_020,403.0,INR,captured,card,2026-08-28 18:00:00,8.06,1.45,,,normal
pay_demo_0220,order_demo_0220,acc_demo_021,540.0,INR,captured,upi,2026-08-28 21:00:00,10.8,1.94,,,normal
pay_demo_0221,order_demo_0221,acc_demo_022,677.0,INR,captured,card,2026-08-29 00:00:00,13.54,2.44,,,normal
pay_demo_0222,order_demo_0222,acc_demo_023,814.0,INR,captured,upi,2026-08-29 03:00:00,16.28,2.93,,,normal
pay_demo_0223,order_demo_0223,acc_demo_024,951.0,INR,captured,card,2026-08-29 06:00:00,19.02,3.42,,,normal
pay_demo_0224,order_demo_0224,acc_demo_025,1088.0,INR,captured,upi,2026-08-29 09:00:00,21.76,3.92,,,normal
pay_demo_0225,order_demo_0225,acc_demo_001,1225.0,INR,captured,card,2026-08-29 12:00:00,24.5,4.41,,,normal
pay_demo_0226,order_demo_0226,acc_demo_002,1362.0,INR,captured,upi,2026-08-29 15:00:00,27.24,4.9,,,normal
pay_demo_0227,order_demo_0227,acc_demo_003,1499.0,INR,captured,card,2026-08-29 18:00:00,29.98,5.4,,,normal
pay_demo_0228,order_demo_0228,acc_demo_004,1636.0,INR,captured,upi,2026-08-29 21:00:00,32.72,5.89,,,normal
pay_demo_0229,order_demo_0229,acc_demo_005,1773.0,INR,captured,card,2026-08-30 00:00:00,35.46,6.38,,,normal
pay_demo_0230,order_demo_0230,acc_demo_006,1910.0,INR,captured,upi,2026-08-30 03:00:00,38.2,6.88,,,normal
pay_demo_0231,order_demo_0231,acc_demo_007,2047.0,INR,captured,card,2026-08-30 06:00:00,40.94,7.37,,,normal
pay_demo_0232,order_demo_0232,acc_demo_008,2184.0,INR,captured,upi,2026-08-30 09:00:00,43.68,7.86,,,normal
pay_demo_0233,order_demo_0233,acc_demo_009,2321.0,INR,captured,card,2026-08-30 12:00:00,46.42,8.36,,,normal
pay_demo_0234,order_demo_0234,acc_demo_010,2458.0,INR,captured,upi,2026-08-30 15:00:00,49.16,8.85,,,normal
pay_demo_0235,order_demo_0235,acc_demo_011,2595.0,INR,captured,card,2026-08-30 18:00:00,51.9,9.34,,,normal
pay_demo_0236,order_demo_0236,acc_demo_012,2732.0,INR,captured,upi,2026-08-30 21:00:00,54.64,9.84,,,normal
pay_demo_0237,order_demo_0237,acc_demo_013,2869.0,INR,captured,card,2026-08-31 00:00:00,57.38,10.33,,,normal
pay_demo_0238,order_demo_0238,acc_demo_014,3006.0,INR,captured,upi,2026-08-31 03:00:00,60.12,10.82,,,normal
pay_demo_0239,order_demo_0239,acc_demo_015,3143.0,INR,captured,card,2026-08-31 06:00:00,62.86,11.31,,,normal
pay_demo_0240,order_demo_0240,acc_demo_016,3280.0,INR,captured,upi,2026-08-31 09:00:00,65.6,11.81,,,normal
pay_demo_0241,order_demo_0241,acc_demo_017,3417.0,INR,captured,card,2026-08-31 12:00:00,68.34,12.3,,,normal
pay_demo_0242,order_demo_0242,acc_demo_018,3554.0,INR,captured,upi,2026-08-31 15:00:00,71.08,12.79,,,normal
pay_demo_0243,order_demo_0243,acc_demo_019,3691.0,INR,captured,card,2026-08-31 18:00:00,73.82,13.29,,,normal
pay_demo_0244,order_demo_0244,acc_demo_020,3828.0,INR,captured,upi,2026-08-31 21:00:00,76.56,13.78,,,normal
pay_demo_0245,order_demo_0245,acc_demo_021,3965.0,INR,captured,card,2026-09-01 00:00:00,79.3,14.27,,,normal
pay_demo_0246,order_demo_0246,acc_demo_022,4102.0,INR,captured,upi,2026-09-01 03:00:00,82.04,14.77,,,normal
pay_demo_0247,order_demo_0247,acc_demo_023,4239.0,INR,captured,card,2026-09-01 06:00:00,84.78,15.26,,,normal
pay_demo_0248,order_demo_0248,acc_demo_024,4376.0,INR,captured,upi,2026-09-01 09:00:00,87.52,15.75,,,normal
pay_demo_0249,order_demo_0249,acc_demo_025,4513.0,INR,captured,card,2026-09-01 12:00:00,90.26,16.25,,,normal
pay_demo_0250,order_demo_0250,acc_demo_001,4650.0,INR,captured,upi,2026-09-01 15:00:00,93.0,16.74,,,normal
pay_demo_0251,order_demo_0251,acc_demo_002,4787.0,INR,captured,card,2026-09-01 18:00:00,95.74,17.23,,,normal
pay_demo_0252,order_demo_0252,acc_demo_003,4924.0,INR,captured,upi,2026-09-01 21:00:00,98.48,17.73,,,normal
pay_demo_0253,order_demo_0253,acc_demo_004,5061.0,INR,captured,card,2026-09-02 00:00:00,101.22,18.22,,,normal
pay_demo_0254,order_demo_0254,acc_demo_005,5198.0,INR,captured,upi,2026-09-02 03:00:00,103.96,18.71,,,normal
pay_demo_0255,order_demo_0255,acc_demo_006,5335.0,INR,captured,card,2026-09-02 06:00:00,106.7,19.21,,,normal
pay_demo_0256,order_demo_0256,acc_demo_007,5472.0,INR,captured,upi,2026-09-02 09:00:00,109.44,19.7,,,normal
pay_demo_0257,order_demo_0257,acc_demo_008,5609.0,INR,captured,card,2026-09-02 12:00:00,112.18,20.19,,,normal
pay_demo_0258,order_demo_0258,acc_demo_009,5746.0,INR,captured,upi,2026-09-02 15:00:00,114.92,20.69,,,normal
pay_demo_0259,order_demo_0259,acc_demo_010,5883.0,INR,captured,card,2026-09-02 18:00:00,117.66,21.18,,,normal
pay_demo_0260,order_demo_0260,acc_demo_011,6020.0,INR,captured,upi,2026-09-02 21:00:00,120.4,21.67,,,normal
pay_demo_0261,order_demo_0261,acc_demo_012,6157.0,INR,captured,card,2026-09-03 00:00:00,123.14,22.17,,,normal
pay_demo_0262,order_demo_0262,acc_demo_013,6294.0,INR,captured,upi,2026-09-03 03:00:00,125.88,22.66,,,normal
pay_demo_0263,order_demo_0263,acc_demo_014,6431.0,INR,captured,card,2026-09-03 06:00:00,128.62,23.15,,,normal
pay_demo_0264,order_demo_0264,acc_demo_015,6568.0,INR,captured,upi,2026-09-03 09:00:00,131.36,23.64,,,normal
pay_demo_0265,order_demo_0265,acc_demo_016,6705.0,INR,captured,card,2026-09-03 12:00:00,134.1,24.14,,,normal
pay_demo_0266,order_demo_0266,acc_demo_017,6842.0,INR,captured,upi,2026-09-03 15:00:00,136.84,24.63,,,normal
pay_demo_0267,order_demo_0267,acc_demo_018,6979.0,INR,captured,card,2026-09-03 18:00:00,139.58,25.12,,,normal
pay_demo_0268,order_demo_0268,acc_demo_019,7116.0,INR,captured,upi,2026-09-03 21:00:00,142.32,25.62,,,normal
pay_demo_0269,order_demo_0269,acc_demo_020,7253.0,INR,captured,card,2026-09-04 00:00:00,145.06,26.11,,,normal
pay_demo_0270,order_demo_0270,acc_demo_021,7390.0,INR,captured,upi,2026-09-04 03:00:00,147.8,26.6,,,normal
pay_demo_0271,order_demo_0271,acc_demo_022,7527.0,INR,captured,card,2026-09-04 06:00:00,150.54,27.1,,,normal
pay_demo_0272,order_demo_0272,acc_demo_023,7664.0,INR,captured,upi,2026-09-04 09:00:00,153.28,27.59,,,normal
pay_demo_0273,order_demo_0273,acc_demo_024,7801.0,INR,captured,card,2026-09-04 12:00:00,156.02,28.08,,,normal
pay_demo_0274,order_demo_0274,acc_demo_025,7938.0,INR,captured,upi,2026-09-04 15:00:00,158.76,28.58,,,normal
pay_demo_0275,order_demo_0275,acc_demo_001,8075.0,INR,captured,card,2026-09-04 18:00:00,161.5,29.07,,,normal
pay_demo_0276,order_demo_0276,acc_demo_002,8212.0,INR,captured,upi,2026-09-04 21:00:00,164.24,29.56,,,normal
pay_demo_0277,order_demo_0277,acc_demo_003,8349.0,INR,captured,card,2026-09-05 00:00:00,166.98,30.06,,,normal
pay_demo_0278,order_demo_0278,acc_demo_004,8486.0,INR,captured,upi,2026-09-05 03:00:00,169.72,30.55,,,normal
pay_demo_0279,order_demo_0279,acc_demo_005,8623.0,INR,captured,card,2026-09-05 06:00:00,172.46,31.04,,,normal
pay_demo_0280,order_demo_0280,acc_demo_006,8760.0,INR,captured,upi,2026-09-05 09:00:00,175.2,31.54,,,normal
pay_demo_0281,order_demo_0281,acc_demo_007,8897.0,INR,captured,card,2026-09-05 12:00:00,177.94,32.03,,,normal
pay_demo_0282,order_demo_0282,acc_demo_008,9034.0,INR,captured,upi,2026-09-05 15:00:00,180.68,32.52,,,normal
pay_demo_0283,order_demo_0283,acc_demo_009,9171.0,INR,captured,card,2026-09-05 18:00:00,183.42,33.02,,,normal
pay_demo_0284,order_demo_0284,acc_demo_010,9308.0,INR,captured,upi,2026-09-05 21:00:00,186.16,33.51,,,normal
pay_demo_0285,order_demo_0285,acc_demo_011,9445.0,INR,captured,card,2026-09-06 00:00:00,188.9,34.0,,,normal
pay_demo_0286,order_demo_0286,acc_demo_012,9582.0,INR,captured,upi,2026-09-06 03:00:00,191.64,34.5,,,normal
pay_demo_0287,order_demo_0287,acc_demo_013,9719.0,INR,captured,card,2026-09-06 06:00:00,194.38,34.99,,,normal
pay_demo_0288,order_demo_0288,acc_demo_014,9856.0,INR,captured,upi,2026-09-06 09:00:00,197.12,35.48,,,normal
pay_demo_0289,order_demo_0289,acc_demo_015,9993.0,INR,captured,card,2026-09-06 12:00:00,199.86,35.97,,,normal
pay_demo_0290,order_demo_0290,acc_demo_016,230.0,INR,captured,upi,2026-09-06 15:00:00,4.6,0.83,,,normal
pay_demo_0291,order_demo_0291,acc_demo_017,367.0,INR,captured,card,2026-09-06 18:00:00,7.34,1.32,,,normal
pay_demo_0292,order_demo_0292,acc_demo_018,504.0,INR,captured,upi,2026-09-06 21:00:00,10.08,1.81,,,normal
pay_demo_0293,order_demo_0293,acc_demo_019,641.0,INR,captured,card,2026-09-07 00:00:00,12.82,2.31,,,normal
pay_demo_0294,order_demo_0294,acc_demo_020,778.0,INR,captured,upi,2026-09-07 03:00:00,15.56,2.8,,,normal
pay_demo_0295,order_demo_0295,acc_demo_021,915.0,INR,captured,card,2026-09-07 06:00:00,18.3,3.29,,,normal
pay_demo_0296,order_demo_0296,acc_demo_022,1052.0,INR,captured,upi,2026-09-07 09:00:00,21.04,3.79,,,normal
pay_demo_0297,order_demo_0297,acc_demo_023,1189.0,INR,captured,card,2026-09-07 12:00:00,23.78,4.28,,,normal
pay_demo_0298,order_demo_0298,acc_demo_024,1326.0,INR,captured,upi,2026-09-07 15:00:00,26.52,4.77,,,normal
pay_demo_0299,order_demo_0299,acc_demo_025,1463.0,INR,captured,card,2026-09-07 18:00:00,29.26,5.27,,,normal
pay_demo_0300,order_demo_0300,acc_demo_001,1600.0,INR,captured,upi,2026-09-07 21:00:00,32.0,5.76,,,normal
pay_demo_0301,order_demo_0301,acc_demo_002,1737.0,INR,captured,card,2026-09-08 00:00:00,34.74,6.25,,,normal
pay_demo_0302,order_demo_0302,acc_demo_003,1874.0,INR,captured,upi,2026-09-08 03:00:00,37.48,6.75,,,normal
pay_demo_0303,order_demo_0303,acc_demo_004,2011.0,INR,captured,card,2026-09-08 06:00:00,40.22,7.24,,,normal
pay_demo_0304,order_demo_0304,acc_demo_005,2148.0,INR,captured,upi,2026-09-08 09:00:00,42.96,7.73,,,normal
pay_demo_0305,order_demo_0305,acc_demo_006,2285.0,INR,captured,card,2026-09-08 12:00:00,45.7,8.23,,,normal
pay_demo_0306,order_demo_0306,acc_demo_007,2422.0,INR,captured,upi,2026-09-08 15:00:00,48.44,8.72,,,normal
pay_demo_0307,order_demo_0307,acc_demo_008,2559.0,INR,captured,card,2026-09-08 18:00:00,51.18,9.21,,,normal
pay_demo_0308,order_demo_0308,acc_demo_009,2696.0,INR,captured,upi,2026-09-08 21:00:00,53.92,9.71,,,normal
pay_demo_0309,order_demo_0309,acc_demo_010,2833.0,INR,captured,card,2026-09-09 00:00:00,56.66,10.2,,,normal
pay_demo_0310,order_demo_0310,acc_demo_011,2970.0,INR,captured,upi,2026-09-09 03:00:00,59.4,10.69,,,normal
pay_demo_0311,order_demo_0311,acc_demo_012,3107.0,INR,captured,card,2026-09-09 06:00:00,62.14,11.19,,,normal
pay_demo_0312,order_demo_0312,acc_demo_013,3244.0,INR,captured,upi,2026-09-09 09:00:00,64.88,11.68,,,normal
pay_demo_0313,order_demo_0313,acc_demo_014,3381.0,INR,captured,card,2026-09-09 12:00:00,67.62,12.17,,,normal
pay_demo_0314,order_demo_0314,acc_demo_015,3518.0,INR,captured,upi,2026-09-09 15:00:00,70.36,12.66,,,normal
pay_demo_0315,order_demo_0315,acc_demo_016,3655.0,INR,captured,card,2026-09-09 18:00:00,73.1,13.16,,,normal
pay_demo_0316,order_demo_0316,acc_demo_017,3792.0,INR,captured,upi,2026-09-09 21:00:00,75.84,13.65,,,normal
pay_demo_0317,order_demo_0317,acc_demo_018,3929.0,INR,captured,card,2026-09-10 00:00:00,78.58,14.14,,,normal
pay_demo_0318,order_demo_0318,acc_demo_019,4066.0,INR,captured,upi,2026-09-10 03:00:00,81.32,14.64,,,normal
pay_demo_0319,order_demo_0319,acc_demo_020,4203.0,INR,captured,card,2026-09-10 06:00:00,84.06,15.13,,,normal
pay_demo_0320,order_demo_0320,acc_demo_021,4340.0,INR,captured,upi,2026-09-10 09:00:00,86.8,15.62,,,normal
pay_demo_0321,order_demo_0321,acc_demo_022,4477.0,INR,captured,card,2026-09-10 12:00:00,89.54,16.12,,,normal
pay_demo_0322,order_demo_0322,acc_demo_023,4614.0,INR,captured,upi,2026-09-10 15:00:00,92.28,16.61,,,normal
pay_demo_0323,order_demo_0323,acc_demo_024,4751.0,INR,captured,card,2026-09-10 18:00:00,95.02,17.1,,,normal
pay_demo_0324,order_demo_0324,acc_demo_025,4888.0,INR,captured,upi,2026-09-10 21:00:00,97.76,17.6,,,normal
pay_demo_0325,order_demo_0325,acc_demo_001,5025.0,INR,captured,card,2026-09-11 00:00:00,100.5,18.09,,,normal
pay_demo_0326,order_demo_0326,acc_demo_002,5162.0,INR,captured,upi,2026-09-11 03:00:00,103.24,18.58,,,normal
pay_demo_0327,order_demo_0327,acc_demo_003,5299.0,INR,captured,card,2026-09-11 06:00:00,105.98,19.08,,,normal
pay_demo_0328,order_demo_0328,acc_demo_004,5436.0,INR,captured,upi,2026-09-11 09:00:00,108.72,19.57,,,normal
pay_demo_0329,order_demo_0329,acc_demo_005,5573.0,INR,captured,card,2026-09-11 12:00:00,111.46,20.06,,,normal
pay_demo_0330,order_demo_0330,acc_demo_006,5710.0,INR,captured,upi,2026-09-11 15:00:00,114.2,20.56,,,normal
pay_demo_0331,order_demo_0331,acc_demo_007,5847.0,INR,captured,card,2026-09-11 18:00:00,116.94,21.05,,,normal
pay_demo_0332,order_demo_0332,acc_demo_008,5984.0,INR,captured,upi,2026-09-11 21:00:00,119.68,21.54,,,normal
pay_demo_0333,order_demo_0333,acc_demo_009,6121.0,INR,captured,card,2026-09-12 00:00:00,122.42,22.04,,,normal
pay_demo_0334,order_demo_0334,acc_demo_010,6258.0,INR,captured,upi,2026-09-12 03:00:00,125.16,22.53,,,normal
pay_demo_0335,order_demo_0335,acc_demo_011,6395.0,INR,captured,card,2026-09-12 06:00:00,127.9,23.02,,,normal
pay_demo_0336,order_demo_0336,acc_demo_012,6532.0,INR,captured,upi,2026-09-12 09:00:00,130.64,23.52,,,normal
pay_demo_0337,order_demo_0337,acc_demo_013,6669.0,INR,captured,card,2026-09-12 12:00:00,133.38,24.01,,,normal
pay_demo_0338,order_demo_0338,acc_demo_014,6806.0,INR,captured,upi,2026-09-12 15:00:00,136.12,24.5,,,normal
pay_demo_0339,order_demo_0339,acc_demo_015,6943.0,INR,captured,card,2026-09-12 18:00:00,138.86,24.99,,,normal
pay_demo_0340,order_demo_0340,acc_demo_016,7080.0,INR,captured,upi,2026-09-12 21:00:00,141.6,25.49,,,normal
pay_demo_0341,order_demo_0341,acc_demo_017,7217.0,INR,captured,card,2026-09-13 00:00:00,144.34,25.98,,,normal
pay_demo_0342,order_demo_0342,acc_demo_018,7354.0,INR,captured,upi,2026-09-13 03:00:00,147.08,26.47,,,normal
pay_demo_0343,order_demo_0343,acc_demo_019,7491.0,INR,captured,card,2026-09-13 06:00:00,149.82,26.97,,,normal
pay_demo_0344,order_demo_0344,acc_demo_020,7628.0,INR,captured,upi,2026-09-13 09:00:00,152.56,27.46,,,normal
pay_demo_0345,order_demo_0345,acc_demo_021,7765.0,INR,captured,card,2026-09-13 12:00:00,155.3,27.95,,,normal
pay_demo_0346,order_demo_0346,acc_demo_022,7902.0,INR,captured,upi,2026-09-13 15:00:00,158.04,28.45,,,normal
pay_demo_0347,order_demo_0347,acc_demo_023,8039.0,INR,captured,card,2026-09-13 18:00:00,160.78,28.94,,,normal
pay_demo_0348,order_demo_0348,acc_demo_024,8176.0,INR,captured,upi,2026-09-13 21:00:00,163.52,29.43,,,normal
pay_demo_0349,order_demo_0349,acc_demo_025,8313.0,INR,captured,card,2026-09-14 00:00:00,166.26,29.93,,,normal
pay_demo_0350,order_demo_0350,acc_demo_001,8450.0,INR,captured,upi,2026-09-14 03:00:00,169.0,30.42,,,normal
pay_demo_0351,order_demo_0351,acc_demo_002,8587.0,INR,captured,card,2026-09-14 06:00:00,171.74,30.91,,,normal
pay_demo_0352,order_demo_0352,acc_demo_003,8724.0,INR,captured,upi,2026-09-14 09:00:00,174.48,31.41,,,normal
pay_demo_0353,order_demo_0353,acc_demo_004,8861.0,INR,captured,card,2026-09-14 12:00:00,177.22,31.9,,,normal
pay_demo_0354,order_demo_0354,acc_demo_005,8998.0,INR,captured,upi,2026-09-14 15:00:00,179.96,32.39,,,normal
pay_demo_0355,order_demo_0355,acc_demo_006,9135.0,INR,captured,card,2026-09-14 18:00:00,182.7,32.89,,,normal
pay_demo_0356,order_demo_0356,acc_demo_007,9272.0,INR,captured,upi,2026-09-14 21:00:00,185.44,33.38,,,normal
pay_demo_0357,order_demo_0357,acc_demo_008,9409.0,INR,captured,card,2026-09-15 00:00:00,188.18,33.87,,,normal
pay_demo_0358,order_demo_0358,acc_demo_009,9546.0,INR,captured,upi,2026-09-15 03:00:00,190.92,34.37,,,normal
pay_demo_0359,order_demo_0359,acc_demo_010,9683.0,INR,captured,card,2026-09-15 06:00:00,193.66,34.86,,,normal
pay_demo_0360,order_demo_0360,acc_demo_011,9820.0,INR,captured,upi,2026-09-15 09:00:00,196.4,35.35,,,normal
pay_demo_0361,order_demo_0361,acc_demo_012,9957.0,INR,captured,card,2026-09-15 12:00:00,199.14,35.85,,,normal
pay_demo_0362,order_demo_0362,acc_demo_013,194.0,INR,captured,upi,2026-09-15 15:00:00,3.88,0.7,,,normal
pay_demo_0363,order_demo_0363,acc_demo_014,331.0,INR,captured,card,2026-09-15 18:00:00,6.62,1.19,,,normal
pay_demo_0364,order_demo_0364,acc_demo_015,468.0,INR,captured,upi,2026-09-15 21:00:00,9.36,1.68,,,normal
pay_demo_0365,order_demo_0365,acc_demo_016,605.0,INR,captured,card,2026-09-16 00:00:00,12.1,2.18,,,normal
pay_demo_0366,order_demo_0366,acc_demo_017,742.0,INR,captured,upi,2026-09-16 03:00:00,14.84,2.67,,,normal
pay_demo_0367,order_demo_0367,acc_demo_018,879.0,INR,captured,card,2026-09-16 06:00:00,17.58,3.16,,,normal
pay_demo_0368,order_demo_0368,acc_demo_019,1016.0,INR,captured,upi,2026-09-16 09:00:00,20.32,3.66,,,normal
pay_demo_0369,order_demo_0369,acc_demo_020,1153.0,INR,captured,card,2026-09-16 12:00:00,23.06,4.15,,,normal
pay_demo_0370,order_demo_0370,acc_demo_021,1290.0,INR,captured,upi,2026-09-16 15:00:00,25.8,4.64,,,normal
pay_demo_0371,order_demo_0371,acc_demo_022,1427.0,INR,captured,card,2026-09-16 18:00:00,28.54,5.14,,,normal
pay_demo_0372,order_demo_0372,acc_demo_023,1564.0,INR,captured,upi,2026-09-16 21:00:00,31.28,5.63,,,normal
pay_demo_0373,order_demo_0373,acc_demo_024,1701.0,INR,captured,card,2026-09-17 00:00:00,34.02,6.12,,,normal
pay_demo_0374,order_demo_0374,acc_demo_025,1838.0,INR,captured,upi,2026-09-17 03:00:00,36.76,6.62,,,normal
pay_demo_0375,order_demo_0375,acc_demo_001,1975.0,INR,captured,card,2026-09-17 06:00:00,39.5,7.11,,,normal
pay_demo_0376,order_demo_0376,acc_demo_002,2112.0,INR,captured,upi,2026-09-17 09:00:00,42.24,7.6,,,normal
pay_demo_0377,order_demo_0377,acc_demo_003,2249.0,INR,captured,card,2026-09-17 12:00:00,44.98,8.1,,,normal
pay_demo_0378,order_demo_0378,acc_demo_004,2386.0,INR,captured,upi,2026-09-17 15:00:00,47.72,8.59,,,normal
pay_demo_0379,order_demo_0379,acc_demo_005,2523.0,INR,captured,card,2026-09-17 18:00:00,50.46,9.08,,,normal
pay_demo_0380,order_demo_0380,acc_demo_006,2660.0,INR,captured,upi,2026-09-17 21:00:00,53.2,9.58,,,normal
pay_demo_0381,order_demo_0381,acc_demo_007,2797.0,INR,captured,card,2026-09-18 00:00:00,55.94,10.07,,,normal
pay_demo_0382,order_demo_0382,acc_demo_008,2934.0,INR,captured,upi,2026-09-18 03:00:00,58.68,10.56,,,normal
pay_demo_0383,order_demo_0383,acc_demo_009,3071.0,INR,captured,card,2026-09-18 06:00:00,61.42,11.06,,,normal
pay_demo_0384,order_demo_0384,acc_demo_010,3208.0,INR,captured,upi,2026-09-18 09:00:00,64.16,11.55,,,normal
pay_demo_0385,order_demo_0385,acc_demo_011,3345.0,INR,captured,card,2026-09-18 12:00:00,66.9,12.04,,,normal
pay_demo_0386,order_demo_0386,acc_demo_012,3482.0,INR,captured,upi,2026-09-18 15:00:00,69.64,12.54,,,normal
pay_demo_0387,order_demo_0387,acc_demo_013,3619.0,INR,captured,card,2026-09-18 18:00:00,72.38,13.03,,,normal
pay_demo_0388,order_demo_0388,acc_demo_014,3756.0,INR,captured,upi,2026-09-18 21:00:00,75.12,13.52,,,normal
pay_demo_0389,order_demo_0389,acc_demo_015,3893.0,INR,captured,card,2026-09-19 00:00:00,77.86,14.01,,,normal
pay_demo_0390,order_demo_0390,acc_demo_016,4030.0,INR,captured,upi,2026-09-19 03:00:00,80.6,14.51,,,normal
pay_demo_0391,order_demo_0391,acc_demo_017,4167.0,INR,captured,card,2026-09-19 06:00:00,83.34,15.0,,,normal
pay_demo_0392,order_demo_0392,acc_demo_018,4304.0,INR,captured,upi,2026-09-19 09:00:00,86.08,15.49,,,normal
pay_demo_0393,order_demo_0393,acc_demo_019,4441.0,INR,captured,card,2026-09-19 12:00:00,88.82,15.99,,,normal
pay_demo_0394,order_demo_0394,acc_demo_020,4578.0,INR,captured,upi,2026-09-19 15:00:00,91.56,16.48,,,normal
pay_demo_0395,order_demo_0395,acc_demo_021,4715.0,INR,captured,card,2026-09-19 18:00:00,94.3,16.97,,,normal
pay_demo_0396,order_demo_0396,acc_demo_022,4852.0,INR,captured,upi,2026-09-19 21:00:00,97.04,17.47,,,normal
pay_demo_0397,order_demo_0397,acc_demo_023,4989.0,INR,captured,card,2026-09-20 00:00:00,99.78,17.96,,,normal
pay_demo_0398,order_demo_0398,acc_demo_024,5126.0,INR,captured,upi,2026-09-20 03:00:00,102.52,18.45,,,normal
pay_demo_0399,order_demo_0399,acc_demo_025,5263.0,INR,captured,card,2026-09-20 06:00:00,105.26,18.95,,,normal
pay_demo_0400,order_demo_0400,acc_demo_001,5400.0,INR,captured,upi,2026-09-20 09:00:00,108.0,19.44,,,normal
pay_demo_0401,order_demo_0401,acc_demo_002,5537.0,INR,captured,card,2026-09-20 12:00:00,110.74,19.93,,,normal
pay_demo_0402,order_demo_0402,acc_demo_003,5674.0,INR,captured,upi,2026-09-20 15:00:00,113.48,20.43,,,normal
pay_demo_0403,order_demo_0403,acc_demo_004,5811.0,INR,captured,card,2026-09-20 18:00:00,116.22,20.92,,,normal
pay_demo_0404,order_demo_0404,acc_demo_005,5948.0,INR,captured,upi,2026-09-20 21:00:00,118.96,21.41,,,normal
pay_demo_0405,order_demo_0405,acc_demo_006,6085.0,INR,captured,card,2026-09-21 00:00:00,121.7,21.91,,,normal
pay_demo_0406,order_demo_0406,acc_demo_007,6222.0,INR,captured,upi,2026-09-21 03:00:00,124.44,22.4,,,normal
pay_demo_0407,order_demo_0407,acc_demo_008,6359.0,INR,captured,card,2026-09-21 06:00:00,127.18,22.89,,,normal
pay_demo_0408,order_demo_0408,acc_demo_009,6496.0,INR,captured,upi,2026-09-21 09:00:00,129.92,23.39,,,normal
pay_demo_0409,order_demo_0409,acc_demo_010,6633.0,INR,captured,card,2026-09-21 12:00:00,132.66,23.88,,,normal
pay_demo_0410,order_demo_0410,acc_demo_011,6770.0,INR,captured,upi,2026-09-21 15:00:00,135.4,24.37,,,normal
pay_demo_0411,order_demo_0411,acc_demo_012,6907.0,INR,captured,card,2026-09-21 18:00:00,138.14,24.87,,,normal
pay_demo_0412,order_demo_0412,acc_demo_013,7044.0,INR,captured,upi,2026-09-21 21:00:00,140.88,25.36,,,normal
pay_demo_0413,order_demo_0413,acc_demo_014,7181.0,INR,captured,card,2026-09-22 00:00:00,143.62,25.85,,,normal
pay_demo_0414,order_demo_0414,acc_demo_015,7318.0,INR,captured,upi,2026-09-22 03:00:00,146.36,26.34,,,normal
pay_demo_0415,order_demo_0415,acc_demo_016,7455.0,INR,captured,card,2026-09-22 06:00:00,149.1,26.84,,,normal
pay_demo_0416,order_demo_0416,acc_demo_017,7592.0,INR,captured,upi,2026-09-22 09:00:00,151.84,27.33,,,normal
