entry_id,payment_id,settlement_id,merchant_id,account_type,amount_inr,entry_type,post_date,status,hold_reason
led_demo_0219,pay_demo_0219,setl_demo_0219,acc_demo_020,merchant_payable,393.49,credit,2026-08-28,posted,
led_demo_0220,pay_demo_0220,setl_demo_0220,acc_demo_021,merchant_payable,527.26,credit,2026-08-28,pending_clearance,
led_demo_0221,pay_demo_0221,setl_demo_0221,acc_demo_022,merchant_payable,661.02,credit,2026-08-29,posted,
led_demo_0222,pay_demo_0222,setl_demo_0222,acc_demo_023,merchant_payable,794.79,credit,2026-08-29,posted,
led_demo_0223,pay_demo_0223,setl_demo_0223,acc_demo_024,merchant_payable,928.56,credit,2026-08-29,posted,
led_demo_0224,pay_demo_0224,setl_demo_0224,acc_demo_025,merchant_payable,1062.32,credit,2026-08-29,posted,
led_demo_0225,pay_demo_0225,setl_demo_0225,acc_demo_001,merchant_payable,1196.09,credit,2026-08-29,posted,
led_demo_0226,pay_demo_0226,setl_demo_0226,acc_demo_002,merchant_payable,1329.86,credit,2026-08-29,posted,
led_demo_0227,pay_demo_0227,setl_demo_0227,acc_demo_003,merchant_payable,1463.62,credit,2026-08-29,posted,
led_demo_0228,pay_demo_0228,setl_demo_0228,acc_demo_004,merchant_payable,1597.39,credit,2026-08-29,posted,
led_demo_0229,pay_demo_0229,setl_demo_0229,acc_demo_005,merchant_payable,1731.16,credit,2026-08-30,posted,
led_demo_0230,pay_demo_0230,setl_demo_0230,acc_demo_006,merchant_payable,1864.92,credit,2026-08-30,posted,
led_demo_0231,pay_demo_0231,setl_demo_0231,acc_demo_007,merchant_payable,1998.69,credit,2026-08-30,posted,
led_demo_0232,pay_demo_0232,setl_demo_0232,acc_demo_008,merchant_payable,2132.46,credit,2026-08-30,posted,
led_demo_0233,pay_demo_0233,setl_demo_0233,acc_demo_009,merchant_payable,2266.22,credit,2026-08-30,posted,
led_demo_0234,pay_demo_0234,setl_demo_0234,acc_demo_010,merchant_payable,2399.99,credit,2026-08-30,posted,
led_demo_0235,pay_demo_0235,setl_demo_0235,acc_demo_011,merchant_payable,2533.76,credit,2026-08-30,posted,
led_demo_0236,pay_demo_0236,setl_demo_0236,acc_demo_012,merchant_payable,2667.52,credit,2026-08-30,posted,
led_demo_0237,pay_demo_0237,setl_demo_0237,acc_demo_013,merchant_payable,2801.29,credit,2026-08-31,posted,
led_demo_0238,pay_demo_0238,setl_demo_0238,acc_demo_014,merchant_payable,2935.06,credit,2026-08-31,posted,
led_demo_0239,pay_demo_0239,setl_demo_0239,acc_demo_015,merchant_payable,3068.83,credit,2026-08-31,posted,
led_demo_0240,pay_demo_0240,setl_demo_0240,acc_demo_016,merchant_payable,3202.59,credit,2026-08-31,pending_clearance,
led_demo_0241,pay_demo_0241,setl_demo_0241,acc_demo_017,merchant_payable,3336.36,credit,2026-08-31,posted,
led_demo_0242,pay_demo_0242,setl_demo_0242,acc_demo_018,merchant_payable,3470.13,credit,2026-08-31,posted,
led_demo_0243,pay_demo_0243,setl_demo_0243,acc_demo_019,merchant_payable,3603.89,credit,2026-08-31,posted,
led_demo_0244,pay_demo_0244,setl_demo_0244,acc_demo_020,merchant_payable,3737.66,credit,2026-08-31,posted,
led_demo_0245,pay_demo_0245,setl_demo_0245,acc_demo_021,merchant_payable,3871.43,credit,2026-09-01,posted,
led_demo_0246,pay_demo_0246,setl_demo_0246,acc_demo_022,merchant_payable,4005.19,credit,2026-09-01,posted,
led_demo_0247,pay_demo_0247,setl_demo_0247,acc_demo_023,merchant_payable,4138.96,credit,2026-09-01,posted,
led_demo_0248,pay_demo_0248,setl_demo_0248,acc_demo_024,merchant_payable,4272.73,credit,2026-09-01,posted,
led_demo_0249,pay_demo_0249,setl_demo_0249,acc_demo_025,merchant_payable,4406.49,credit,2026-09-01,posted,
led_demo_0250,pay_demo_0250,setl_demo_0250,acc_demo_001,merchant_payable,4540.26,credit,2026-09-01,posted,
led_demo_0251,pay_demo_0251,setl_demo_0251,acc_demo_002,merchant_payable,4674.03,credit,2026-09-01,posted,
led_demo_0252,pay_demo_0252,setl_demo_0252,acc_demo_003,merchant_payable,4807.79,credit,2026-09-01,posted,
led_demo_0253,pay_demo_0253,setl_demo_0253,acc_demo_004,merchant_payable,4941.56,credit,2026-09-02,posted,
led_demo_0254,pay_demo_0254,setl_demo_0254,acc_demo_005,merchant_payable,5075.33,credit,2026-09-02,posted,
led_demo_0255,pay_demo_0255,setl_demo_0255,acc_demo_006,merchant_payable,5209.09,credit,2026-09-02,posted,
led_demo_0256,pay_demo_0256,setl_demo_0256,acc_demo_007,merchant_payable,5342.86,credit,2026-09-02,posted,
led_demo_0257,pay_demo_0257,setl_demo_0257,acc_demo_008,merchant_payable,5476.63,credit,2026-09-02,posted,
led_demo_0258,pay_demo_0258,setl_demo_0258,acc_demo_009,merchant_payable,5610.39,credit,2026-09-02,posted,
led_demo_0259,pay_demo_0259,setl_demo_0259,acc_demo_010,merchant_payable,5744.16,credit,2026-09-02,posted,
led_demo_0260,pay_demo_0260,setl_demo_0260,acc_demo_011,merchant_payable,5877.93,credit,2026-09-02,pending_clearance,
led_demo_0261,pay_demo_0261,setl_demo_0261,acc_demo_012,merchant_payable,6011.69,credit,2026-09-03,posted,
led_demo_0262,pay_demo_0262,setl_demo_0262,acc_demo_013,merchant_payable,6145.46,credit,2026-09-03,posted,
led_demo_0263,pay_demo_0263,setl_demo_0263,acc_demo_014,merchant_payable,6279.23,credit,2026-09-03,posted,
led_demo_0264,pay_demo_0264,setl_demo_0264,acc_demo_015,merchant_payable,6413.0,credit,2026-09-03,posted,
led_demo_0265,pay_demo_0265,setl_demo_0265,acc_demo_016,merchant_payable,6546.76,credit,2026-09-03,posted,
led_demo_0266,pay_demo_0266,setl_demo_0266,acc_demo_017,merchant_payable,6680.53,credit,2026-09-03,posted,
led_demo_0267,pay_demo_0267,setl_demo_0267,acc_demo_018,merchant_payable,6814.3,credit,2026-09-03,posted,
led_demo_0268,pay_demo_0268,setl_demo_0268,acc_demo_019,merchant_payable,6948.06,credit,2026-09-03,posted,
led_demo_0269,pay_demo_0269,setl_demo_0269,acc_demo_020,merchant_payable,7081.83,credit,2026-09-04,posted,
led_demo_0270,pay_demo_0270,setl_demo_0270,acc_demo_021,merchant_payable,7215.6,credit,2026-09-04,posted,
led_demo_0271,pay_demo_0271,setl_demo_0271,acc_demo_022,merchant_payable,7349.36,credit,2026-09-04,posted,
led_demo_0272,pay_demo_0272,setl_demo_0272,acc_demo_023,merchant_payable,7483.13,credit,2026-09-04,posted,
led_demo_0273,pay_demo_0273,setl_demo_0273,acc_demo_024,merchant_payable,7616.9,credit,2026-09-04,posted,
led_demo_0274,pay_demo_0274,setl_demo_0274,acc_demo_025,merchant_payable,7750.66,credit,2026-09-04,posted,
led_demo_0275,pay_demo_0275,setl_demo_0275,acc_demo_001,merchant_payable,7884.43,credit,2026-09-04,posted,
led_demo_0276,pay_demo_0276,setl_demo_0276,acc_demo_002,merchant_payable,8018.2,credit,2026-09-04,posted,
led_demo_0277,pay_demo_0277,setl_demo_0277,acc_demo_003,merchant_payable,8151.96,credit,2026-09-05,posted,
led_demo_0278,pay_demo_0278,setl_demo_0278,acc_demo_004,merchant_payable,8285.73,credit,2026-09-05,posted,
led_demo_0279,pay_demo_0279,setl_demo_0279,acc_demo_005,merchant_payable,8419.5,credit,2026-09-05,posted,
led_demo_0280,pay_demo_0280,setl_demo_0280,acc_demo_006,merchant_payable,8553.26,credit,2026-09-05,pending_clearance,
led_demo_0281,pay_demo_0281,setl_demo_0281,acc_demo_007,merchant_payable,8687.03,credit,2026-09-05,posted,
led_demo_0282,pay_demo_0282,setl_demo_0282,acc_demo_008,merchant_payable,8820.8,credit,2026-09-05,posted,
led_demo_0283,pay_demo_0283,setl_demo_0283,acc_demo_009,merchant_payable,8954.56,credit,2026-09-05,posted,
led_demo_0284,pay_demo_0284,setl_demo_0284,acc_demo_010,merchant_payable,9088.33,credit,2026-09-05,posted,
led_demo_0285,pay_demo_0285,setl_demo_0285,acc_demo_011,merchant_payable,9222.1,credit,2026-09-06,posted,
led_demo_0286,pay_demo_0286,setl_demo_0286,acc_demo_012,merchant_payable,9355.86,credit,2026-09-06,posted,
led_demo_0287,pay_demo_0287,setl_demo_0287,acc_demo_013,merchant_payable,9489.63,credit,2026-09-06,posted,
led_demo_0288,pay_demo_0288,setl_demo_0288,acc_demo_014,merchant_payable,9623.4,credit,2026-09-06,posted,
led_demo_0289,pay_demo_0289,setl_demo_0289,acc_demo_015,merchant_payable,9757.17,credit,2026-09-06,posted,
led_demo_0290,pay_demo_0290,setl_demo_0290,acc_demo_016,merchant_payable,224.57,credit,2026-09-06,posted,
led_demo_0291,pay_demo_0291,setl_demo_0291,acc_demo_017,merchant_payable,358.34,credit,2026-09-06,posted,
led_demo_0292,pay_demo_0292,setl_demo_0292,acc_demo_018,merchant_payable,492.11,credit,2026-09-06,posted,
led_demo_0293,pay_demo_0293,setl_demo_0293,acc_demo_019,merchant_payable,625.87,credit,2026-09-07,posted,
led_demo_0294,pay_demo_0294,setl_demo_0294,acc_demo_020,merchant_payable,759.64,credit,2026-09-07,posted,
led_demo_0295,pay_demo_0295,setl_demo_0295,acc_demo_021,merchant_payable,893.41,credit,2026-09-07,posted,
led_demo_0296,pay_demo_0296,setl_demo_0296,acc_demo_022,merchant_payable,1027.17,credit,2026-09-07,posted,
led_demo_0297,pay_demo_0297,setl_demo_0297,acc_demo_023,merchant_payable,1160.94,credit,2026-09-07,posted,
led_demo_0298,pay_demo_0298,setl_demo_0298,acc_demo_024,merchant_payable,1294.71,credit,2026-09-07,posted,
led_demo_0299,pay_demo_0299,setl_demo_0299,acc_demo_025,merchant_payable,1428.47,credit,2026-09-07,posted,
led_demo_0300,pay_demo_0300,setl_demo_0300,acc_demo_001,merchant_payable,1562.24,credit,2026-09-07,pending_clearance,
led_demo_0301,pay_demo_0301,setl_demo_0301,acc_demo_002,merchant_payable,1696.01,credit,2026-09-08,posted,
led_demo_0302,pay_demo_0302,setl_demo_0302,acc_demo_003,merchant_payable,1829.77,credit,2026-09-08,posted,
led_demo_0303,pay_demo_0303,setl_demo_0303,acc_demo_004,merchant_payable,1963.54,credit,2026-09-08,posted,
led_demo_0304,pay_demo_0304,setl_demo_0304,acc_demo_005,merchant_payable,2097.31,credit,2026-09-08,posted,
led_demo_0305,pay_demo_0305,setl_demo_0305,acc_demo_006,merchant_payable,2231.07,credit,2026-09-08,posted,
led_demo_0306,pay_demo_0306,setl_demo_0306,acc_demo_007,merchant_payable,2364.84,credit,2026-09-08,posted,
led_demo_0307,pay_demo_0307,setl_demo_0307,acc_demo_008,merchant_payable,2498.61,credit,2026-09-08,posted,
led_demo_0308,pay_demo_0308,setl_demo_0308,acc_demo_009,merchant_payable,2632.37,credit,2026-09-08,posted,
led_demo_0309,pay_demo_0309,setl_demo_0309,acc_demo_010,merchant_payable,2766.14,credit,2026-09-09,posted,
led_demo_0310,pay_demo_0310,setl_demo_0310,acc_demo_011,merchant_payable,2899.91,credit,2026-09-09,posted,
led_demo_0311,pay_demo_0311,setl_demo_0311,acc_demo_012,merchant_payable,3033.67,credit,2026-09-09,posted,
led_demo_0312,pay_demo_0312,setl_demo_0312,acc_demo_013,merchant_payable,3167.44,credit,2026-09-09,posted,
led_demo_0313,pay_demo_0313,setl_demo_0313,acc_demo_014,merchant_payable,3301.21,credit,2026-09-09,posted,
led_demo_0314,pay_demo_0314,setl_demo_0314,acc_demo_015,merchant_payable,3434.98,credit,2026-09-09,posted,
led_demo_0315,pay_demo_0315,setl_demo_0315,acc_demo_016,merchant_payable,3568.74,credit,2026-09-09,posted,
led_demo_0316,pay_demo_0316,setl_demo_0316,acc_demo_017,merchant_payable,3702.51,credit,2026-09-09,posted,
led_demo_0317,pay_demo_0317,setl_demo_0317,acc_demo_018,merchant_payable,3836.28,credit,2026-09-10,posted,
led_demo_0318,pay_demo_0318,setl_demo_0318,acc_demo_019,merchant_payable,3970.04,credit,2026-09-10,posted,
led_demo_0319,pay_demo_0319,setl_demo_0319,acc_demo_020,merchant_payable,4103.81,credit,2026-09-10,posted,
led_demo_0320,pay_demo_0320,setl_demo_0320,acc_demo_021,merchant_payable,4237.58,credit,2026-09-10,pending_clearance,
led_demo_0321,pay_demo_0321,setl_demo_0321,acc_demo_022,merchant_payable,4371.34,credit,2026-09-10,posted,
led_demo_0322,pay_demo_0322,setl_demo_0322,acc_demo_023,merchant_payable,4505.11,credit,2026-09-10,posted,
led_demo_0323,pay_demo_0323,setl_demo_0323,acc_demo_024,merchant_payable,4638.88,credit,2026-09-10,posted,
led_demo_0324,pay_demo_0324,setl_demo_0324,acc_demo_025,merchant_payable,4772.64,credit,2026-09-10,posted,
led_demo_0325,pay_demo_0325,setl_demo_0325,acc_demo_001,merchant_payable,4906.41,credit,2026-09-11,posted,
led_demo_0326,pay_demo_0326,setl_demo_0326,acc_demo_002,merchant_payable,5040.18,credit,2026-09-11,posted,
led_demo_0327,pay_demo_0327,setl_demo_0327,acc_demo_003,merchant_payable,5173.94,credit,2026-09-11,posted,
led_demo_0328,pay_demo_0328,setl_demo_0328,acc_demo_004,merchant_payable,5307.71,credit,2026-09-11,posted,
led_demo_0329,pay_demo_0329,setl_demo_0329,acc_demo_005,merchant_payable,5441.48,credit,2026-09-11,posted,
led_demo_0330,pay_demo_0330,setl_demo_0330,acc_demo_006,merchant_payable,5575.24,credit,2026-09-11,posted,
led_demo_0331,pay_demo_0331,setl_demo_0331,acc_demo_007,merchant_payable,5709.01,credit,2026-09-11,posted,
led_demo_0332,pay_demo_0332,setl_demo_0332,acc_demo_008,merchant_payable,5842.78,credit,2026-09-11,posted,
led_demo_0333,pay_demo_0333,setl_demo_0333,acc_demo_009,merchant_payable,5976.54,credit,2026-09-12,posted,
led_demo_0334,pay_demo_0334,setl_demo_0334,acc_demo_010,merchant_payable,6110.31,credit,2026-09-12,posted,
led_demo_0335,pay_demo_0335,setl_demo_0335,acc_demo_011,merchant_payable,6244.08,credit,2026-09-12,posted,
led_demo_0336,pay_demo_0336,setl_demo_0336,acc_demo_012,merchant_payable,6377.84,credit,2026-09-12,posted,
led_demo_0337,pay_demo_0337,setl_demo_0337,acc_demo_013,merchant_payable,6511.61,credit,2026-09-12,posted,
led_demo_0338,pay_demo_0338,setl_demo_0338,acc_demo_014,merchant_payable,6645.38,credit,2026-09-12,posted,
led_demo_0339,pay_demo_0339,setl_demo_0339,acc_demo_015,merchant_payable,6779.15,credit,2026-09-12,posted,
led_demo_0340,pay_demo_0340,setl_demo_0340,acc_demo_016,merchant_payable,6912.91,credit,2026-09-12,pending_clearance,
led_demo_0341,pay_demo_0341,setl_demo_0341,acc_demo_017,merchant_payable,7046.68,credit,2026-09-13,posted,
led_demo_0342,pay_demo_0342,setl_demo_0342,acc_demo_018,merchant_payable,7180.45,credit,2026-09-13,posted,
led_demo_0343,pay_demo_0343,setl_demo_0343,acc_demo_019,merchant_payable,7314.21,credit,2026-09-13,posted,
led_demo_0344,pay_demo_0344,setl_demo_0344,acc_demo_020,merchant_payable,7447.98,credit,2026-09-13,posted,
led_demo_0345,pay_demo_0345,setl_demo_0345,acc_demo_021,merchant_payable,7581.75,credit,2026-09-13,posted,
led_demo_0346,pay_demo_0346,setl_demo_0346,acc_demo_022,merchant_payable,7715.51,credit,2026-09-13,posted,
led_demo_0347,pay_demo_0347,setl_demo_0347,acc_demo_023,merchant_payable,7849.28,credit,2026-09-13,posted,
led_demo_0348,pay_demo_0348,setl_demo_0348,acc_demo_024,merchant_payable,7983.05,credit,2026-09-13,posted,
led_demo_0349,pay_demo_0349,setl_demo_0349,acc_demo_025,merchant_payable,8116.81,credit,2026-09-14,posted,
led_demo_0350,pay_demo_0350,setl_demo_0350,acc_demo_001,merchant_payable,8250.58,credit,2026-09-14,posted,
led_demo_0351,pay_demo_0351,setl_demo_0351,acc_demo_002,merchant_payable,8384.35,credit,2026-09-14,posted,
led_demo_0352,pay_demo_0352,setl_demo_0352,acc_demo_003,merchant_payable,8518.11,credit,2026-09-14,posted,
led_demo_0353,pay_demo_0353,setl_demo_0353,acc_demo_004,merchant_payable,8651.88,credit,2026-09-14,posted,
led_demo_0354,pay_demo_0354,setl_demo_0354,acc_demo_005,merchant_payable,8785.65,credit,2026-09-14,posted,
led_demo_0355,pay_demo_0355,setl_demo_0355,acc_demo_006,merchant_payable,8919.41,credit,2026-09-14,posted,
led_demo_0356,pay_demo_0356,setl_demo_0356,acc_demo_007,merchant_payable,9053.18,credit,2026-09-14,posted,
led_demo_0357,pay_demo_0357,setl_demo_0357,acc_demo_008,merchant_payable,9186.95,credit,2026-09-15,posted,
led_demo_0358,pay_demo_0358,setl_demo_0358,acc_demo_009,merchant_payable,9320.71,credit,2026-09-15,posted,
led_demo_0359,pay_demo_0359,setl_demo_0359,acc_demo_010,merchant_payable,9454.48,credit,2026-09-15,posted,
led_demo_0360,pay_demo_0360,setl_demo_0360,acc_demo_011,merchant_payable,9588.25,credit,2026-09-15,pending_clearance,
led_demo_0361,pay_demo_0361,setl_demo_0361,acc_demo_012,merchant_payable,9722.01,credit,2026-09-15,posted,
led_demo_0362,pay_demo_0362,setl_demo_0362,acc_demo_013,merchant_payable,189.42,credit,2026-09-15,posted,
led_demo_0363,pay_demo_0363,setl_demo_0363,acc_demo_014,merchant_payable,323.19,credit,2026-09-15,posted,
led_demo_0364,pay_demo_0364,setl_demo_0364,acc_demo_015,merchant_payable,456.96,credit,2026-09-15,posted,
led_demo_0365,pay_demo_0365,setl_demo_0365,acc_demo_016,merchant_payable,590.72,credit,2026-09-16,posted,
led_demo_0366,pay_demo_0366,setl_demo_0366,acc_demo_017,merchant_payable,724.49,credit,2026-09-16,posted,
led_demo_0367,pay_demo_0367,setl_demo_0367,acc_demo_018,merchant_payable,858.26,credit,2026-09-16,posted,
led_demo_0368,pay_demo_0368,setl_demo_0368,acc_demo_019,merchant_payable,992.02,credit,2026-09-16,posted,
led_demo_0369,pay_demo_0369,setl_demo_0369,acc_demo_020,merchant_payable,1125.79,credit,2026-09-16,posted,
led_demo_0370,pay_demo_0370,setl_demo_0370,acc_demo_021,merchant_payable,1259.56,credit,2026-09-16,posted,
led_demo_0371,pay_demo_0371,setl_demo_0371,acc_demo_022,merchant_payable,1393.32,credit,2026-09-16,posted,
led_demo_0372,pay_demo_0372,setl_demo_0372,acc_demo_023,merchant_payable,1527.09,credit,2026-09-16,posted,
led_demo_0373,pay_demo_0373,setl_demo_0373,acc_demo_024,merchant_payable,1660.86,credit,2026-09-17,posted,
led_demo_0374,pay_demo_0374,setl_demo_0374,acc_demo_025,merchant_payable,1794.62,credit,2026-09-17,posted,
led_demo_0375,pay_demo_0375,setl_demo_0375,acc_demo_001,merchant_payable,1928.39,credit,2026-09-17,posted,
led_demo_0376,pay_demo_0376,setl_demo_0376,acc_demo_002,merchant_payable,2062.16,credit,2026-09-17,posted,
led_demo_0377,pay_demo_0377,setl_demo_0377,acc_demo_003,merchant_payable,2195.92,credit,2026-09-17,posted,
led_demo_0378,pay_demo_0378,setl_demo_0378,acc_demo_004,merchant_payable,2329.69,credit,2026-09-17,posted,
led_demo_0379,pay_demo_0379,setl_demo_0379,acc_demo_005,merchant_payable,2463.46,credit,2026-09-17,posted,
led_demo_0380,pay_demo_0380,setl_demo_0380,acc_demo_006,merchant_payable,2597.22,credit,2026-09-17,pending_clearance,
led_demo_0381,pay_demo_0381,setl_demo_0381,acc_demo_007,merchant_payable,2730.99,credit,2026-09-18,posted,
led_demo_0382,pay_demo_0382,setl_demo_0382,acc_demo_008,merchant_payable,2864.76,credit,2026-09-18,posted,
led_demo_0383,pay_demo_0383,setl_demo_0383,acc_demo_009,merchant_payable,2998.52,credit,2026-09-18,posted,
led_demo_0384,pay_demo_0384,setl_demo_0384,acc_demo_010,merchant_payable,3132.29,credit,2026-09-18,posted,
led_demo_0385,pay_demo_0385,setl_demo_0385,acc_demo_011,merchant_payable,3266.06,credit,2026-09-18,posted,
led_demo_0386,pay_demo_0386,setl_demo_0386,acc_demo_012,merchant_payable,3399.82,credit,2026-09-18,posted,
led_demo_0387,pay_demo_0387,setl_demo_0387,acc_demo_013,merchant_payable,3533.59,credit,2026-09-18,posted,
led_demo_0388,pay_demo_0388,setl_demo_0388,acc_demo_014,merchant_payable,3667.36,credit,2026-09-18,posted,
led_demo_0389,pay_demo_0389,setl_demo_0389,acc_demo_015,merchant_payable,3801.13,credit,2026-09-19,posted,
led_demo_0390,pay_demo_0390,setl_demo_0390,acc_demo_016,merchant_payable,3934.89,credit,2026-09-19,posted,
led_demo_0391,pay_demo_0391,setl_demo_0391,acc_demo_017,merchant_payable,4068.66,credit,2026-09-19,posted,
led_demo_0392,pay_demo_0392,setl_demo_0392,acc_demo_018,merchant_payable,4202.43,credit,2026-09-19,posted,
led_demo_0393,pay_demo_0393,setl_demo_0393,acc_demo_019,merchant_payable,4336.19,credit,2026-09-19,posted,
led_demo_0394,pay_demo_0394,setl_demo_0394,acc_demo_020,merchant_payable,4469.96,credit,2026-09-19,posted,
led_demo_0395,pay_demo_0395,setl_demo_0395,acc_demo_021,merchant_payable,4603.73,credit,2026-09-19,posted,
led_demo_0396,pay_demo_0396,setl_demo_0396,acc_demo_022,merchant_payable,4737.49,credit,2026-09-19,posted,
led_demo_0397,pay_demo_0397,setl_demo_0397,acc_demo_023,merchant_payable,4871.26,credit,2026-09-20,posted,
led_demo_0398,pay_demo_0398,setl_demo_0398,acc_demo_024,merchant_payable,5005.03,credit,2026-09-20,posted,
led_demo_0399,pay_demo_0399,setl_demo_0399,acc_demo_025,merchant_payable,5138.79,credit,2026-09-20,posted,
led_demo_0400,pay_demo_0400,setl_demo_0400,acc_demo_001,merchant_payable,5272.56,credit,2026-09-20,pending_clearance,
led_demo_0401,pay_demo_0401,setl_demo_0401,acc_demo_002,merchant_payable,5406.33,credit,2026-09-20,posted,
led_demo_0402,pay_demo_0402,setl_demo_0402,acc_demo_003,merchant_payable,5540.09,credit,2026-09-20,posted,
led_demo_0403,pay_demo_0403,setl_demo_0403,acc_demo_004,merchant_payable,5673.86,credit,2026-09-20,posted,
led_demo_0404,pay_demo_0404,setl_demo_0404,acc_demo_005,merchant_payable,5807.63,credit,2026-09-20,posted,
led_demo_0405,pay_demo_0405,setl_demo_0405,acc_demo_006,merchant_payable,5941.39,credit,2026-09-21,posted,
led_demo_0406,pay_demo_0406,setl_demo_0406,acc_demo_007,merchant_payable,6075.16,credit,2026-09-21,posted,
led_demo_0407,pay_demo_0407,setl_demo_0407,acc_demo_008,merchant_payable,6208.93,credit,2026-09-21,posted,
led_demo_0408,pay_demo_0408,setl_demo_0408,acc_demo_009,merchant_payable,6342.69,credit,2026-09-21,posted,
led_demo_0409,pay_demo_0409,setl_demo_0409,acc_demo_010,merchant_payable,6476.46,credit,2026-09-21,posted,
led_demo_0410,pay_demo_0410,setl_demo_0410,acc_demo_011,merchant_payable,6610.23,credit,2026-09-21,posted,
led_demo_0411,pay_demo_0411,setl_demo_0411,acc_demo_012,merchant_payable,6743.99,credit,2026-09-21,posted,
led_demo_0412,pay_demo_0412,setl_demo_0412,acc_demo_013,merchant_payable,6877.76,credit,2026-09-21,posted,
led_demo_0413,pay_demo_0413,setl_demo_0413,acc_demo_014,merchant_payable,7011.53,credit,2026-09-22,posted,
led_demo_0414,pay_demo_0414,setl_demo_0414,acc_demo_015,merchant_payable,7145.3,credit,2026-09-22,posted,
led_demo_0415,pay_demo_0415,setl_demo_0415,acc_demo_016,merchant_payable,7279.06,credit,2026-09-22,posted,
led_demo_0416,pay_demo_0416,setl_demo_0416,acc_demo_017,merchant_payable,7412.83,credit,2026-09-22,posted,
led_demo_0417,pay_demo_0417,setl_demo_0417,acc_demo_018,merchant_payable,7546.6,credit,2026-09-22,posted,
led_demo_0418,pay_demo_0418,setl_demo_0418,acc_demo_019,merchant_payable,7680.36,credit,2026-09-22,posted,
led_demo_0419,pay_demo_0419,setl_demo_0419,acc_demo_020,merchant_payable,7814.13,credit,2026-09-22,posted,
led_demo_0420,pay_demo_0420,setl_demo_0420,acc_demo_021,merchant_payable,7947.9,credit,2026-09-22,pending_clearance,
led_demo_0421,pay_demo_0421,setl_demo_0421,acc_demo_022,merchant_payable,8081.66,credit,2026-09-23,posted,
led_demo_0422,pay_demo_0422,setl_demo_0422,acc_demo_023,merchant_payable,8215.43,credit,2026-09-23,posted,
led_demo_0423,pay_demo_0423,setl_demo_0423,acc_demo_024,merchant_payable,8349.2,credit,2026-09-23,posted,
led_demo_0424,pay_demo_0424,setl_demo_0424,acc_demo_025,merchant_payable,8482.96,credit,2026-09-23,posted,
led_demo_0425,pay_demo_0425,setl_demo_0425,acc_demo_001,merchant_payable,8616.73,credit,2026-09-23,posted,
led_demo_0426,pay_demo_0426,setl_demo_0426,acc_demo_002,merchant_payable,8750.5,credit,2026-09-23,posted,
led_demo_0427,pay_demo_0427,setl_demo_0427,acc_demo_003,merchant_payable,8884.26,credit,2026-09-23,posted,
led_demo_0428,pay_demo_0428,setl_demo_0428,acc_demo_004,merchant_payable,9018.03,credit,2026-09-23,posted,
led_demo_0429,pay_demo_0429,setl_demo_0429,acc_demo_005,merchant_payable,9151.8,credit,2026-09-24,posted,
led_demo_0430,pay_demo_0430,setl_demo_0430,acc_demo_006,merchant_payable,9285.56,credit,2026-09-24,posted,
led_demo_0431,pay_demo_0431,setl_demo_0431,acc_demo_007,merchant_payable,9419.33,credit,2026-09-24,posted,
led_demo_0432,pay_demo_0432,setl_demo_0432,acc_demo_008,merchant_payable,9553.1,credit,2026-09-24,posted,
led_demo_0433,pay_demo_0433,setl_demo_0433,acc_demo_009,merchant_payable,9686.86,credit,2026-09-24,posted,
led_demo_0434,pay_demo_0434,setl_demo_0434,acc_demo_010,merchant_payable,154.27,credit,2026-09-24,posted,
led_demo_0435,pay_demo_0435,setl_demo_0435,acc_demo_011,merchant_payable,288.04,credit,2026-09-24,posted,
led_demo_0436,pay_demo_0436,setl_demo_0436,acc_demo_012,merchant_payable,421.8,credit,2026-09-24,posted,
led_demo_0437,pay_demo_0437,setl_demo_0437,acc_demo_013,merchant_payable,555.57,credit,2026-09-25,posted,
led_demo_0438,pay_demo_0438,setl_demo_0438,acc_demo_014,merchant_payable,689.34,credit,2026-09-25,posted,
led_demo_0439,pay_demo_0439,setl_demo_0439,acc_demo_015,merchant_payable,823.11,credit,2026-09-25,posted,
led_demo_0440,pay_demo_0440,setl_demo_0440,acc_demo_016,merchant_payable,956.87,credit,2026-09-25,pending_clearance,
led_demo_0441,pay_demo_0441,setl_demo_0441,acc_demo_017,merchant_payable,1090.64,credit,2026-09-25,posted,
led_demo_0442,pay_demo_0442,setl_demo_0442,acc_demo_018,merchant_payable,1224.41,credit,2026-09-25,posted,
led_demo_0443,pay_demo_0443,setl_demo_0443,acc_demo_019,merchant_payable,1358.17,credit,2026-09-25,posted,
led_demo_0444,pay_demo_0444,setl_demo_0444,acc_demo_020,merchant_payable,1491.94,credit,2026-09-25,posted,
led_demo_0445,pay_demo_0445,setl_demo_0445,acc_demo_021,merchant_payable,1625.71,credit,2026-09-26,posted,
led_demo_0446,pay_demo_0446,setl_demo_0446,acc_demo_022,merchant_payable,1759.47,credit,2026-09-26,posted,
led_demo_0447,pay_demo_0447,setl_demo_0447,acc_demo_023,merchant_payable,1893.24,credit,2026-09-26,posted,
led_demo_0448,pay_demo_0448,setl_demo_0448,acc_demo_024,merchant_payable,2027.01,credit,2026-09-26,posted,
led_demo_0449,pay_demo_0449,setl_demo_0449,acc_demo_025,merchant_payable,2160.77,credit,2026-09-26,posted,
led_demo_0450,pay_demo_0450,setl_demo_0450,acc_demo_001,merchant_payable,2294.54,credit,2026-09-26,posted,
